age	length	period
2	237.62322	2
2	263.3478	2
2	242.46988	2
2	277.14214	2
2	238.74168	2
2	242.09706	2
2	246.5709	2
2	231.28528	2
2	286.83546	2
2	237.99604	2
2	242.8427	2
2	262.22934	2
2	286.08982	2
2	259.6196	2
2	228.30272	2
2	264.83908	2
2	295.78314	2
2	265.58472	2
2	257.00986	2
2	306.59492	2
2	273.04112	2
2	233.14938	2
2	286.46264	2
2	287.95392	2
2	302.12108	2
2	279.75188	2
2	244.33398	2
2	239.48732	2
2	259.99242	2
2	250.2991	2
2	259.6196	2
2	239.86014	2
2	235.75912	2
2	279.75188	2
2	263.3478	2
2	268.9401	2
2	298.02006	2
2	242.09706	2
2	268.19446	2
2	233.5222	2
2	275.65086	2
2	248.435	2
2	312.56004	2
2	230.91246	2
2	259.99242	2
2	277.14214	2
2	302.4939	2
2	251.04474	2
2	238.36886	2
2	250.2991	2
2	250.2991	2
2	249.55346	2
2	282.36162	2
2	219.35504	2
2	299.88416	2
2	293.91904	2
2	273.78676	2
2	296.15596	2
2	263.3478	2
2	276.3965	2
2	251.41756	2
2	259.24678	2
3	316.66106	2
3	315.5426	2
3	322.25336	2
3	327.84566	2
3	365.50048	2
3	358.78972	2
3	297.64724	2
3	295.78314	2
3	308.83184	2
3	312.18722	2
3	370.71996	2
3	324.8631	2
3	397.19018	2
3	331.94668	2
3	312.56004	2
3	344.24974	2
3	302.4939	2
3	363.63638	2
3	309.20466	2
3	318.15234	2
3	322.25336	2
3	296.52878	2
3	274.15958	2
3	316.28824	2
3	290.19084	2
3	269.68574	2
3	268.56728	2
3	262.97498	2
3	240.9786	2
3	311.06876	2
3	302.68031	2
3	308.83184	2
3	290.19084	2
3	287.95392	2
3	255.51858	2
3	307.71338	2
3	290.93648	2
3	311.8144	2
3	310.69594	2
3	316.28824	2
3	289.81802	2
3	350.21486	2
3	281.61598	2
3	338.65744	2
3	305.84928	2
3	245.82526	2
3	287.95392	2
3	271.54984	2
3	352.8246	2
3	334.92924	2
3	286.46264	2
3	271.54984	2
3	317.4067	2
3	343.5041	2
3	322.25336	2
3	259.99242	2
3	264.83908	2
3	289.4452	2
3	287.20828	2
3	268.56728	2
3	316.66106	2
3	296.15596	2
3	252.1632	2
3	278.2606	2
3	322.62618	2
3	246.94372	2
3	300.6298	2
3	296.52878	2
3	374.82098	2
3	313.6785	2
3	283.48008	2
3	324.8631	2
3	350.21486	2
3	296.9016	2
3	302.4939	2
3	296.15596	2
3	289.81802	2
3	321.88054	2
3	365.50048	2
3	284.22572	2
3	327.84566	2
3	255.14576	2
3	302.4939	2
3	324.11746	2
3	309.20466	2
3	293.91904	2
3	291.3093	2
3	276.76932	2
3	279.00624	2
3	287.20828	2
3	266.70318	2
3	280.87034	2
3	245.45244	2
3	283.48008	2
3	253.28166	2
3	247.68936	2
3	262.22934	2
3	251.04474	2
3	244.33398	2
3	277.51496	2
3	259.99242	2
3	290.56366	2
3	291.3093	2
3	244.7068	2
3	312.18722	2
3	262.97498	2
3	248.435	2
3	306.59492	2
3	268.56728	2
3	305.10364	2
3	348.35076	2
3	268.56728	2
3	237.62322	2
3	297.64724	2
3	289.81802	2
3	287.20828	2
3	278.2606	2
3	268.56728	2
3	311.8144	2
3	287.20828	2
3	316.28824	2
3	302.4939	2
3	276.76932	2
3	287.95392	2
3	258.50114	2
3	258.12832	2
3	268.9401	2
3	314.05132	2
3	306.96774	2
3	322.999	2
3	287.95392	2
3	314.79696	2
3	355.43434	2
3	311.44158	2
3	277.14214	2
3	292.42776	2
3	283.8529	2
3	260.36524	2
3	275.65086	2
3	271.92266	2
3	245.07962	2
3	261.4837	2
3	295.78314	2
3	266.33036	2
3	255.51858	2
3	286.83546	2
3	328.5913	2
3	280.87034	2
3	323.74464	2
3	274.90522	2
3	301.37544	2
3	281.24316	2
3	251.79038	2
3	291.234736	2
3	321.1349	2
3	306.2221	2
3	322.25336	2
3	287.20828	2
3	342.01282	2
3	294.66468	2
3	310.32312	2
3	305.47646	2
3	300.25698	2
3	288.32674	2
3	291.3093	2
3	260.36524	2
3	269.68574	2
3	308.0862	2
3	273.04112	2
3	292.05494	2
3	282.73444	2
3	325.60874	2
3	260.36524	2
3	304.358	2
3	331.20104	2
3	337.53898	2
3	380.04046	2
3	319.64362	2
3	291.3093	2
3	349.84204	2
3	302.4939	2
3	306.96774	2
3	282.36162	2
3	339.7759	2
3	306.59492	2
3	307.71338	2
3	306.96774	2
3	284.97136	2
3	299.13852	2
3	250.67192	2
3	322.25336	2
3	298.02006	2
3	269.31292	2
3	285.34418	2
3	306.59492	2
3	277.88778	2
3	252.53602	2
3	286.83546	2
3	314.05132	2
3	278.2606	2
3	265.95754	2
3	319.2708	2
3	296.52878	2
3	249.55346	2
3	303.98518	2
3	308.83184	2
3	339.40308	2
3	306.2221	2
3	261.85652	2
3	255.8914	2
3	314.42414	2
3	304.358	2
3	296.15596	2
3	258.12832	2
3	281.9888	2
3	295.78314	2
3	284.97136	2
3	287.5811	2
3	320.76208	2
3	281.24316	2
3	301.00262	2
3	259.6196	2
3	288.69956	2
3	290.19084	2
3	343.13128	2
3	249.55346	2
3	287.20828	2
3	298.7657	2
3	327.84566	2
3	315.16978	2
3	315.16978	2
3	311.8144	2
3	320.38926	2
3	309.20466	2
3	308.45902	2
3	312.93286	2
3	281.61598	2
3	323.37182	2
3	317.03388	2
3	287.95392	2
3	318.52516	2
3	281.9888	2
3	299.88416	2
3	265.58472	2
3	282.36162	2
4	378.17636	2
4	356.17998	2
4	341.64	2
4	381.15892	2
4	360.65382	2
4	334.55642	2
4	350.9605	2
4	386.75122	2
4	328.21848	2
4	346.48666	2
4	353.94306	2
4	317.03388	2
4	336.79334	2
4	330.4554	2
4	298.39288	2
4	369.6015	2
4	343.13128	2
4	357.67126	2
4	366.61894	2
4	369.22868	2
4	333.06514	2
4	379.29482	2
4	296.52878	2
4	350.58768	2
4	322.999	2
4	269.68574	2
4	316.66106	2
4	335.67488	2
4	380.41328	2
4	361.39946	2
4	303.98518	2
4	305.47646	2
4	349.46922	2
4	361.77228	2
4	343.13128	2
4	319.2708	2
4	339.03026	2
4	393.08916	2
4	350.9605	2
4	322.62618	2
4	355.06152	2
4	388.2425	2
4	340.14872	2
4	346.11384	2
4	349.46922	2
4	333.43796	2
4	368.11022	2
4	387.12404	2
4	305.10364	2
4	342.38564	2
4	277.88778	2
4	319.64362	2
4	339.40308	2
4	332.3195	2
4	323.37182	2
4	310.32312	2
4	320.01644	2
4	296.9016	2
4	337.9118	2
4	322.25336	2
4	336.79334	2
4	331.57386	2
4	384.88712	2
4	383.02302	2
4	328.96412	2
4	315.16978	2
4	305.10364	2
4	343.5041	2
4	318.89798	2
4	368.11022	2
4	343.87692	2
4	322.62618	2
4	358.4169	2
4	286.08982	2
4	300.6298	2
4	303.23954	2
4	337.9118	2
4	329.33694	2
4	334.92924	2
4	308.83184	2
4	337.16616	2
4	372.58406	2
4	321.1349	2
4	323.37182	2
4	336.0477	2
4	303.23954	2
4	281.61598	2
4	324.49028	2
4	320.01644	2
4	278.63342	2
4	353.94306	2
4	318.52516	2
4	327.47284	2
4	300.25698	2
4	272.6683	2
4	310.621376	2
4	349.84204	2
4	358.4169	2
4	363.63638	2
4	326.35438	2
4	377.43072	2
4	340.89436	2
4	343.5041	2
4	324.49028	2
4	350.9605	2
4	310.69594	2
4	312.93286	2
4	305.10364	2
4	311.8144	2
4	343.5041	2
4	305.10364	2
4	336.0477	2
4	309.57748	2
4	351.70614	2
4	319.2708	2
4	362.51792	2
4	362.89074	2
4	415.83118	2
4	413.22144	2
4	365.8733	2
4	320.38926	2
4	389.36096	2
4	369.6015	2
4	350.58768	2
4	320.01644	2
4	329.33694	2
4	308.45902	2
4	357.67126	2
4	320.38926	2
4	342.01282	2
4	322.62618	2
4	302.86672	2
4	319.64362	2
4	280.1247	2
4	347.60512	2
4	377.80354	2
4	327.84566	2
4	342.75846	2
4	343.87692	2
4	342.75846	2
4	308.83184	2
4	331.57386	2
4	350.9605	2
4	333.43796	2
4	296.15596	2
4	362.51792	2
4	344.99538	2
4	292.42776	2
4	341.64	2
4	344.24974	2
4	394.20762	2
4	343.13128	2
4	300.25698	2
4	294.66468	2
4	332.69232	2
4	323.37182	2
4	309.57748	2
4	326.7272	2
4	305.10364	2
4	337.9118	2
4	317.03388	2
4	330.82822	2
4	352.8246	2
4	311.06876	2
4	335.30206	2
4	307.71338	2
4	326.35438	2
4	371.4656	2
4	383.02302	2
4	301.00262	2
4	329.33694	2
4	348.35076	2
4	369.97432	2
4	353.94306	2
4	339.7759	2
4	336.42052	2
4	349.84204	2
4	328.96412	2
4	331.57386	2
4	359.90818	2
4	332.69232	2
4	371.4656	2
4	395.6989	2
4	334.92924	2
4	352.07896	2
4	315.91542	2
4	337.9118	2
4	299.51134	2
4	316.28824	2
5	410.23888	2
5	392.34352	2
5	384.14148	2
5	375.93944	2
5	380.41328	2
5	400.91838	2
5	367.36458	2
5	342.75846	2
5	368.85586	2
5	418.81374	2
5	369.6015	2
5	359.90818	2
5	387.12404	2
5	420.30502	2
5	353.94306	2
5	356.17998	2
5	367.7374	2
5	360.281	2
5	379.66764	2
5	408.00196	2
5	333.06514	2
5	362.51792	2
5	303.98518	2
5	344.24974	2
5	354.6887	2
5	361.77228	2
5	346.48666	2
5	359.90818	2
5	369.97432	2
5	344.99538	2
5	366.24612	2
5	381.53174	2
5	411.35734	2
5	397.563	2
5	360.281	2
5	352.07896	2
5	319.2708	2
5	356.17998	2
5	332.3195	2
5	383.02302	2
5	367.7374	2
5	335.30206	2
5	374.07534	2
5	304.358	2
5	315.5426	2
5	332.69232	2
5	350.58768	2
5	350.9605	2
5	346.48666	2
5	341.64	2
5	361.02664	2
5	384.5143	2
5	336.0477	2
5	353.94306	2
5	368.85586	2
5	326.35438	2
5	322.62618	2
5	376.31226	2
5	378.54918	2
5	380.41328	2
5	363.26356	2
5	387.49686	2
5	377.43072	2
5	374.07534	2
5	350.9605	2
5	360.281	2
5	339.40308	2
5	316.28824	2
5	359.833616	2
5	360.281	2
5	369.6015	2
5	376.31226	2
5	342.01282	2
5	392.71634	2
5	356.5528	2
5	354.31588	2
5	372.58406	2
5	362.1451	2
5	321.88054	2
5	361.77228	2
5	327.10002	2
5	324.11746	2
5	361.02664	2
5	324.11746	2
5	350.9605	2
5	330.4554	2
5	379.66764	2
5	367.7374	2
5	414.71272	2
5	403.1553	2
5	443.41986	2
5	431.48962	2
5	397.19018	2
5	407.62914	2
5	395.6989	2
5	380.7861	2
5	340.52154	2
5	369.97432	2
5	330.4554	2
5	378.54918	2
5	347.97794	2
5	359.53536	2
5	352.8246	2
5	331.20104	2
5	345.3682	2
5	334.92924	2
5	384.88712	2
5	412.4758	2
5	358.78972	2
5	357.67126	2
5	351.33332	2
5	356.92562	2
5	332.69232	2
5	348.72358	2
5	365.50048	2
5	346.11384	2
5	310.32312	2
5	373.70252	2
5	358.4169	2
5	305.84928	2
5	352.07896	2
5	358.04408	2
5	403.1553	2
5	356.92562	2
5	316.66106	2
5	315.16978	2
5	355.43434	2
5	350.21486	2
5	327.84566	2
5	344.99538	2
5	349.0964	2
5	351.33332	2
5	329.33694	2
5	345.3682	2
5	365.8733	2
5	328.5913	2
5	347.60512	2
5	333.06514	2
5	337.53898	2
5	387.49686	2
5	396.44454	2
5	315.16978	2
5	354.31588	2
5	360.281	2
5	381.53174	2
5	387.12404	2
5	361.77228	2
5	371.4656	2
5	374.82098	2
5	348.72358	2
5	372.58406	2
5	366.61894	2
5	351.33332	2
5	391.59788	2
5	408.7476	2
5	346.85948	2
5	365.8733	2
5	328.21848	2
5	351.70614	2
5	311.44158	2
5	323.37182	2
6	369.6015	2
6	398.68146	2
6	406.8835	2
6	374.44816	2
6	459.82394	2
6	401.2912	2
6	373.70252	2
6	376.68508	2
6	386.75122	2
6	362.89074	2
6	437.82756	2
6	384.88712	2
6	371.4656	2
6	368.11022	2
6	397.19018	2
6	397.563	2
6	427.01578	2
6	410.6117	2
6	381.53174	2
6	376.68508	2
6	334.1836	2
6	371.09278	2
6	343.87692	2
6	396.44454	2
6	387.86968	2
6	350.21486	2
6	393.8348	2
6	321.88054	2
6	332.3195	2
6	356.17998	2
6	369.22868	2
6	382.27738	2
6	379.29482	2
6	368.85586	2
6	410.23888	2
6	398.68146	2
6	367.36458	2
6	397.563	2
6	398.30864	2
6	403.90094	2
6	389.36096	2
6	415.83118	2
6	396.07172	2
6	386.75122	2
6	379.29482	2
6	374.07534	2
6	352.45178	2
6	331.94668	2
6	374.746416	2
6	372.95688	2
6	380.04046	2
6	389.73378	2
6	356.5528	2
6	405.76504	2
6	371.4656	2
6	366.61894	2
6	380.04046	2
6	370.71996	2
6	345.74102	2
6	372.21124	2
6	350.9605	2
6	344.99538	2
6	370.71996	2
6	344.24974	2
6	371.83842	2
6	366.61894	2
6	427.3886	2
6	433.35372	2
6	411.35734	2
6	397.93582	2
6	366.61894	2
6	407.25632	2
6	357.29844	2
6	407.25632	2
6	387.12404	2
6	375.1938	2
6	388.2425	2
6	362.89074	2
6	380.04046	2
6	368.48304	2
6	408.00196	2
6	371.09278	2
6	363.26356	2
6	368.48304	2
6	353.57024	2
6	362.1451	2
6	380.04046	2
6	356.5528	2
6	325.98156	2
6	385.63276	2
6	370.71996	2
6	324.11746	2
6	360.65382	2
6	374.44816	2
6	414.71272	2
6	369.22868	2
6	335.30206	2
6	354.31588	2
6	383.39584	2
6	381.15892	2
6	360.65382	2
6	371.4656	2
6	383.76866	2
6	366.61894	2
6	342.75846	2
6	359.90818	2
6	379.29482	2
6	343.5041	2
6	359.16254	2
6	356.5528	2
6	347.60512	2
6	403.90094	2
6	410.23888	2
6	330.82822	2
6	372.95688	2
6	374.82098	2
6	396.07172	2
6	423.6604	2
6	388.2425	2
6	403.52812	2
6	410.6117	2
6	382.6502	2
6	433.35372	2
6	384.5143	2
6	376.68508	2
6	371.09278	2
6	406.8835	2
6	420.30502	2
6	359.53536	2
6	381.53174	2
6	349.0964	2
6	367.36458	2
6	325.60874	2
6	332.69232	2
7	393.8348	2
7	431.86244	2
7	400.17274	2
7	389.36096	2
7	407.62914	2
7	420.67784	2
7	366.24612	2
7	407.62914	2
7	409.86606	2
7	413.59426	2
7	398.30864	2
7	429.62552	2
7	418.81374	2
7	400.17274	2
7	396.07172	2
7	385.63276	2
7	367.36458	2
7	345.74102	2
7	387.422296	2
7	386.3784	2
7	399.79992	2
7	405.76504	2
7	383.39584	2
7	420.30502	2
7	410.23888	2
7	380.7861	2
7	389.73378	2
7	393.8348	2
7	364.38202	2
7	392.71634	2
7	372.95688	2
7	360.65382	2
7	394.58044	2
7	377.43072	2
7	449.38498	2
7	442.3014	2
7	419.18656	2
7	414.71272	2
7	382.27738	2
7	432.9809	2
7	383.76866	2
7	433.72654	2
7	415.45836	2
7	393.8348	2
7	425.15168	2
7	385.25994	2
7	405.0194	2
7	431.1168	2
7	387.49686	2
7	382.27738	2
7	391.22506	2
7	392.34352	2
7	387.12404	2
7	397.93582	2
7	373.70252	2
7	360.65382	2
7	416.204	2
7	390.1066	2
7	344.62256	2
7	380.41328	2
7	396.81736	2
7	432.9809	2
7	382.27738	2
7	357.67126	2
7	393.08916	2
7	405.76504	2
7	413.59426	2
7	380.41328	2
7	401.66402	2
7	403.90094	2
7	362.51792	2
7	378.54918	2
7	393.08916	2
7	373.70252	2
7	374.07534	2
7	385.63276	2
7	363.26356	2
7	440.81012	2
7	428.50706	2
7	372.21124	2
7	397.93582	2
7	389.73378	2
7	419.9322	2
7	449.7578	2
7	410.23888	2
7	447.14806	2
7	436.7091	2
7	403.90094	2
7	453.11318	2
7	400.17274	2
7	391.22506	2
7	398.30864	2
7	427.76142	2
7	443.41986	2
7	384.14148	2
7	407.25632	2
7	381.90456	2
7	389.73378	2
7	342.38564	2
7	356.17998	2
8	435.59064	2
8	394.95326	2
8	427.01578	2
8	448.63934	2
8	456.46856	2
8	411.35734	2
8	386.00558	2
8	457.58702	2
8	452.36754	2
8	427.76142	2
8	432.23526	2
8	447.8937	2
8	406.13786	2
8	398.68146	2
8	407.25632	2
8	437.08192	2
8	408.00196	2
8	416.204	2
8	389.36096	2
8	392.34352	2
8	442.3014	2
8	411.73016	2
8	368.85586	2
8	396.07172	2
8	422.16912	2
8	466.90752	2
8	396.07172	2
8	376.31226	2
8	423.6604	2
8	379.66764	2
8	396.07172	2
8	406.8835	2
8	396.44454	2
8	391.9707	2
8	400.54556	2
8	376.68508	2
8	471.75418	2
8	444.1655	2
8	413.22144	2
8	422.16912	2
8	418.44092	2
8	455.72292	2
8	461.68804	2
8	416.204	2
8	408.7476	2
8	425.15168	2
8	455.72292	2
8	469.51726	2
8	405.39222	2
8	427.3886	2
8	412.10298	2
8	403.52812	2
8	356.5528	2
8	370.34714	2
9	456.84138	2
9	469.51726	2
9	458.70548	2
9	471.00854	2
9	432.9809	2
10	489.64954	2
10	460.56958	2
10	436.33628	2
10	476.22802	2
11	484.80288	2
1	189.52944	3
1	195.12174	3
1	208.17044	3
1	213.38992	3
1	206.30634	3
1	209.2889	3
1	191.39354	3
1	209.2889	3
1	207.4248	3
1	196.61302	3
1	208.54326	3
1	201.08686	3
1	192.88482	3
1	203.6966	3
1	189.90226	3
1	204.81506	3
1	209.66172	3
1	194.3761	3
1	220.4735	3
1	191.39354	3
1	190.6479	3
1	196.61302	3
1	194.00328	3
1	216.37248	3
1	215.25402	3
2	255.14576	3
2	243.21552	3
2	271.17702	3
2	225.32016	3
2	270.05856	3
2	241.35142	3
2	265.58472	3
2	233.5222	3
2	258.50114	3
2	257.00986	3
2	239.48732	3
2	271.54984	3
2	241.72424	3
2	252.90884	3
2	254.0273	3
2	249.92628	3
2	262.97498	3
2	236.87758	3
2	236.13194	3
2	260.36524	3
2	229.42118	3
2	227.9299	3
2	236.13194	3
2	246.19808	3
2	242.46988	3
2	262.60216	3
2	249.55346	3
2	243.58834	3
2	239.86014	3
2	225.69298	3
2	230.53964	3
2	226.81144	3
2	240.60578	3
2	216.7453	3
2	242.46988	3
2	236.87758	3
2	262.97498	3
2	251.41756	3
2	219.72786	3
2	235.75912	3
2	237.99604	3
2	240.23296	3
2	240.60578	3
2	260.73806	3
2	251.04474	3
2	248.06218	3
2	257.00986	3
2	275.27804	3
2	268.19446	3
2	242.09706	3
2	275.65086	3
3	275.65086	3
3	283.8529	3
3	275.65086	3
3	288.32674	3
3	249.55346	3
3	314.05132	3
3	284.22572	3
3	262.97498	3
3	262.97498	3
3	290.56366	3
3	271.54984	3
3	308.83184	3
3	279.75188	3
3	322.25336	3
3	304.358	3
3	301.74826	3
3	302.86672	3
3	302.86672	3
3	334.1836	3
3	294.66468	3
3	279.00624	3
3	273.41394	3
3	278.2606	3
3	298.02006	3
3	286.08982	3
3	285.34418	3
3	273.41394	3
3	324.49028	3
3	292.42776	3
3	314.79696	3
3	267.44882	3
3	328.96412	3
3	284.22572	3
3	276.02368	3
3	325.60874	3
3	287.20828	3
3	309.9503	3
3	294.29186	3
3	296.15596	3
3	313.6785	3
3	279.37906	3
3	279.37906	3
3	306.59492	3
3	270.8042	3
3	261.4837	3
3	319.64362	3
3	295.0375	3
3	285.717	3
3	302.4939	3
3	279.75188	3
3	266.33036	3
3	282.73444	3
3	272.6683	3
3	301.00262	3
3	286.83546	3
3	278.63342	3
3	270.8042	3
3	279.00624	3
3	297.64724	3
3	286.83546	3
3	277.14214	3
3	290.56366	3
3	317.4067	3
3	300.25698	3
3	283.8529	3
3	286.08982	3
3	346.11384	3
3	278.2606	3
3	311.44158	3
3	283.8529	3
3	281.9888	3
3	269.31292	3
3	274.90522	3
3	251.04474	3
3	290.93648	3
3	291.68212	3
3	281.9888	3
3	282.36162	3
3	274.5324	3
3	269.31292	3
3	279.37906	3
3	269.31292	3
3	306.96774	3
3	269.31292	3
3	255.14576	3
3	270.43138	3
3	276.76932	3
3	277.14214	3
3	287.20828	3
3	318.15234	3
3	274.5324	3
3	265.58472	3
3	284.22572	3
3	314.42414	3
3	261.85652	3
3	271.92266	3
3	300.25698	3
3	282.73444	3
3	287.95392	3
3	291.68212	3
3	282.73444	3
3	309.20466	3
3	252.90884	3
3	273.41394	3
3	286.83546	3
3	298.39288	3
3	314.79696	3
3	278.63342	3
3	308.45902	3
3	277.14214	3
3	287.95392	3
3	298.7657	3
3	290.19084	3
3	262.22934	3
3	284.97136	3
3	321.88054	3
3	302.86672	3
3	290.56366	3
3	275.65086	3
3	298.39288	3
3	274.15958	3
3	268.19446	3
3	265.95754	3
3	248.06218	3
3	262.60216	3
3	259.6196	3
3	263.3478	3
3	294.66468	3
3	273.04112	3
3	289.4452	3
3	273.41394	3
3	245.82526	3
3	254.77294	3
3	254.77294	3
3	268.56728	3
3	265.2119	3
3	287.5811	3
3	273.41394	3
3	268.19446	3
3	285.717	3
3	305.47646	3
3	335.67488	3
3	264.09344	3
3	317.77952	3
3	267.076	3
3	303.23954	3
3	304.358	3
3	299.51134	3
3	295.0375	3
3	268.19446	3
3	305.84928	3
3	270.43138	3
3	270.05856	3
3	274.90522	3
3	299.13852	3
3	286.46264	3
3	246.5709	3
3	296.15596	3
3	266.33036	3
3	289.4452	3
3	296.15596	3
3	268.9401	3
3	286.08982	3
3	244.33398	3
3	264.46626	3
3	301.74826	3
3	279.37906	3
3	258.50114	3
3	276.02368	3
3	299.51134	3
3	276.02368	3
3	306.59492	3
3	299.13852	3
3	312.18722	3
3	263.72062	3
3	238.36886	3
3	295.0375	3
3	267.44882	3
3	292.42776	3
3	257.7555	3
3	297.64724	3
3	262.60216	3
3	261.85652	3
3	277.88778	3
3	283.10726	3
3	286.83546	3
3	273.41394	3
4	315.5426	3
4	292.05494	3
4	324.49028	3
4	322.999	3
4	296.9016	3
4	350.58768	3
4	336.0477	3
4	294.29186	3
4	364.75484	3
4	349.84204	3
4	279.00624	3
4	317.4067	3
4	308.45902	3
4	314.42414	3
4	325.60874	3
4	333.06514	3
4	325.60874	3
4	330.08258	3
4	296.15596	3
4	308.83184	3
4	331.94668	3
4	312.93286	3
4	327.47284	3
4	324.8631	3
4	343.87692	3
4	333.06514	3
4	311.44158	3
4	329.33694	3
4	397.19018	3
4	303.98518	3
4	346.48666	3
4	317.4067	3
4	347.60512	3
4	293.91904	3
4	314.42414	3
4	273.04112	3
4	321.88054	3
4	310.69594	3
4	317.77952	3
4	301.37544	3
4	317.4067	3
4	300.6298	3
4	309.57748	3
4	297.27442	3
4	332.69232	3
4	301.37544	3
4	290.93648	3
4	306.2221	3
4	311.06876	3
4	314.05132	3
4	325.23592	3
4	358.04408	3
4	307.71338	3
4	288.32674	3
4	319.2708	3
4	346.11384	3
4	288.69956	3
4	295.78314	3
4	337.16616	3
4	314.79696	3
4	322.25336	3
4	321.88054	3
4	326.35438	3
4	347.60512	3
4	275.65086	3
4	317.03388	3
4	319.2708	3
4	332.69232	3
4	351.70614	3
4	317.4067	3
4	340.89436	3
4	299.88416	3
4	317.03388	3
4	335.30206	3
4	324.8631	3
4	295.0375	3
4	318.52516	3
4	366.61894	3
4	329.70976	3
4	316.28824	3
4	304.73082	3
4	343.13128	3
4	309.57748	3
4	292.05494	3
4	291.3093	3
4	300.25698	3
4	296.15596	3
4	283.8529	3
4	302.12108	3
4	321.1349	3
4	303.23954	3
4	318.89798	3
4	318.52516	3
4	307.71338	3
4	302.12108	3
4	277.88778	3
4	321.50772	3
4	327.47284	3
4	328.5913	3
4	341.26718	3
4	313.30568	3
4	320.76208	3
4	351.33332	3
4	361.39946	3
4	319.2708	3
4	341.26718	3
4	297.27442	3
4	335.30206	3
4	352.45178	3
4	314.79696	3
4	300.6298	3
4	314.79696	3
4	302.12108	3
4	299.13852	3
4	287.5811	3
4	312.18722	3
4	299.51134	3
4	349.46922	3
4	348.72358	3
4	322.62618	3
4	347.97794	3
4	301.37544	3
4	293.91904	3
4	325.23592	3
4	325.23592	3
4	331.20104	3
4	378.54918	3
4	316.66106	3
4	265.58472	3
4	335.30206	3
4	336.42052	3
4	292.80058	3
4	347.97794	3
4	329.70976	3
4	324.8631	3
4	344.62256	3
4	309.20466	3
4	334.92924	3
4	294.29186	3
4	288.32674	3
4	303.23954	3
4	336.42052	3
4	322.25336	3
4	280.1247	3
4	324.8631	3
4	286.08982	3
4	321.50772	3
4	329.70976	3
4	309.57748	3
4	314.79696	3
4	272.6683	3
4	294.66468	3
4	337.53898	3
4	297.64724	3
4	284.97136	3
4	302.4939	3
4	332.69232	3
4	303.98518	3
4	341.64	3
4	334.1836	3
4	358.4169	3
4	290.56366	3
4	271.17702	3
4	335.67488	3
4	305.10364	3
4	340.52154	3
4	292.05494	3
4	329.70976	3
4	298.02006	3
4	293.54622	3
4	316.28824	3
4	312.56004	3
4	316.28824	3
4	312.56004	3
4	283.8529	3
4	323.37182	3
4	299.88416	3
4	294.29186	3
4	322.62618	3
4	354.6887	3
4	324.11746	3
5	318.89798	3
5	361.02664	3
5	331.20104	3
5	382.6502	3
5	423.28758	3
5	338.28462	3
5	352.45178	3
5	360.65382	3
5	339.03026	3
5	334.92924	3
5	328.96412	3
5	366.61894	3
5	331.20104	3
5	387.12404	3
5	387.86968	3
5	366.24612	3
5	361.77228	3
5	342.38564	3
5	328.5913	3
5	340.52154	3
5	353.94306	3
5	349.46922	3
5	398.68146	3
5	335.30206	3
5	305.10364	3
5	355.06152	3
5	358.04408	3
5	320.38926	3
5	406.51068	3
5	361.77228	3
5	376.31226	3
5	364.75484	3
5	350.21486	3
5	377.0579	3
5	342.01282	3
5	328.21848	3
5	321.50772	3
5	376.31226	3
5	361.39946	3
5	319.2708	3
5	368.85586	3
5	320.01644	3
5	367.7374	3
5	361.77228	3
5	348.72358	3
5	352.8246	3
5	291.68212	3
5	331.57386	3
5	370.71996	3
5	322.62618	3
5	325.60874	3
5	346.48666	3
5	370.34714	3
5	319.2708	3
5	383.76866	3
5	359.90818	3
5	393.46198	3
5	323.37182	3
5	300.6298	3
5	389.36096	3
5	355.06152	3
5	414.71272	3
5	318.52516	3
5	395.6989	3
5	325.98156	3
5	344.99538	3
5	352.8246	3
5	347.60512	3
5	363.26356	3
5	346.48666	3
5	371.83842	3
5	333.81078	3
5	320.38926	3
5	320.38926	3
5	361.77228	3
5	322.999	3
5	329.33694	3
5	363.63638	3
5	377.80354	3
5	365.12766	3
5	376.31226	3
5	411.73016	3
6	377.43072	3
6	390.47942	3
6	359.53536	3
6	343.13128	3
6	389.73378	3
6	344.62256	3
6	349.46922	3
6	350.58768	3
6	377.80354	3
6	343.5041	3
6	381.53174	3
6	418.0681	3
6	402.40966	3
6	403.90094	3
6	376.31226	3
6	400.54556	3
6	391.22506	3
6	441.92858	3
6	416.94964	3
6	463.92496	3
6	440.81012	3
6	413.96708	3
6	393.08916	3
6	429.2527	3
6	435.96346	3
6	378.17636	3
7	358.78972	3
7	391.22506	3
7	405.0194	3
7	416.204	3
7	404.27376	3
7	463.17932	3
7	430.37116	3
7	476.97366	3
7	447.8937	3
7	426.27014	3
7	408.7476	3
7	441.18294	3
7	386.3784	3
7	422.16912	3
7	451.6219	3
7	394.58044	3
7	404.27376	3
8	393.8348	3
8	451.6219	3
8	405.76504	3
8	449.01216	3
8	430.74398	3
8	407.25632	3
8	449.01216	3
8	400.17274	3
8	416.204	3
8	402.78248	3
8	432.23526	3
8	463.17932	3
8	403.1553	3
8	408.37478	3
8	424.77886	3
8	437.08192	3
8	401.66402	3
8	414.71272	3
8	418.44092	3
8	459.82394	3
8	427.01578	3
8	468.02598	3
8	452.74036	3
8	421.42348	3
9	421.7963	3
9	408.7476	3
9	421.05066	3
9	453.11318	3
9	419.55938	3
9	430.74398	3
9	402.03684	3
9	409.49324	3
9	453.486	3
9	420.30502	3
