"D" "S" "y" "SPP"
16.0 0.7539120 0 "A"
26.0 0.7552430 1 "A"
29.5 0.7552430 1 "A"
21.0 0.7552430 1 "A"
23.0 0.7552430 1 "A"
15.0 0.7552430 1 "A"
35.0 0.7572070 1 "A"
38.0 0.7572070 1 "A"
12.0 0.7591170 0 "PB"
10.0 0.7591170 0 "PB"
13.0 0.7612070 1 "PB"
14.0 0.7612070 0 "PB"
11.0 0.7612070 1 "PB"
11.0 0.7654600 0 "PB"
32.0 0.7662520 1 "A"
25.0 0.7662520 1 "A"
16.0 0.7662520 0 "PB"
7.0 0.7662520 0 "PB"
34.5 0.7668480 1 "PB"
7.0 0.7669360 0 "PB"
18.5 0.7774460 1 "A"
16.5 0.7774460 1 "A"
18.0 0.7778920 0 "A"
25.0 0.7781540 1 "A"
17.0 0.7781540 1 "A"
32.0 0.7824380 1 "A"
30.0 0.7824380 1 "A"
30.0 0.7824380 1 "A"
32.0 0.7824380 1 "A"
9.0 0.7871700 0 "PB"
38.0 0.7900940 1 "A"
17.0 0.7904980 1 "A"
34.0 0.8016960 1 "A"
6.0 0.8016960 1 "PB"
18.0 0.8079900 1 "A"
25.0 0.8079900 1 "A"
32.0 0.8093890 0 "A"
29.0 0.8153760 1 "A"
33.0 0.8153760 1 "A"
24.0 0.8153760 1 "A"
36.0 0.8174790 1 "A"
15.0 0.8190130 0 "PB"
9.0 0.8190130 0 "PB"
9.0 0.8317950 0 "PB"
10.5 0.8351800 1 "PB"
31.0 0.8474800 1 "A"
28.0 0.8474800 1 "A"
29.0 0.8474800 1 "A"
22.0 0.8474800 1 "A"
34.0 0.8547980 1 "A"
25.0 0.8547980 1 "A"
20.0 0.8547980 1 "A"
12.0 0.8547980 1 "PB"
38.0 0.8553200 1 "A"
36.0 0.8553200 1 "A"
26.0 0.8553200 0 "A"
25.0 0.8600650 0 "A"
27.0 0.8623920 1 "A"
24.0 0.8623920 1 "A"
22.0 0.8623920 1 "A"
25.5 0.8623920 1 "A"
16.5 0.8623920 1 "A"
14.0 0.8623920 1 "A"
17.0 0.8623920 1 "A"
7.0 0.8623920 1 "A"
20.0 0.8670160 1 "A"
19.0 0.8670980 1 "A"
16.0 0.8670980 1 "A"
15.0 0.8670980 1 "A"
17.0 0.8670980 1 "A"
17.0 0.8670980 1 "A"
27.0 0.8841520 1 "A"
25.5 0.8841520 1 "A"
17.5 0.8841520 1 "A"
25.0 0.8841520 1 "A"
7.0 0.8954780 0 "PB"
10.0 0.8954780 1 "PB"
23.0 0.8965220 0 "PB"
20.0 0.8965220 0 "PB"
23.0 0.8965220 0 "PB"
26.0 0.8965220 1 "PB"
12.0 0.9098870 1 "A"
14.0 0.9390290 0 "PB"
16.0 0.9405210 1 "A"
26.0 0.9405210 1 "A"
29.0 0.9405210 1 "A"
34.0 0.9415200 1 "PB"
12.0 0.9415200 1 "PB"
28.0 0.9415200 1 "PB"
10.5 0.9609030 0 "PB"
