D S y SPP
25.0 0.2198230 1 JP
22.0 0.2198230 1 JP
24.0 0.2198230 1 JP
22.0 0.2198230 1 JP
29.0 0.2206920 1 A
30.0 0.2206920 1 A
30.0 0.2206920 1 A
12.0 0.2206920 0 A
12.0 0.2206920 1 BS
47.0 0.2207690 1 A
30.0 0.2207870 0 A
15.0 0.2207870 1 BF
6.0 0.2207870 0 BS
14.0 0.2207870 0 PB
16.0 0.2207870 0 PB
14.0 0.2235050 0 PB
10.0 0.2235050 0 RM
14.0 0.2235050 0 RM
17.0 0.2235050 1 RM
8.0 0.2246390 0 BF
6.0 0.2246390 1 BF
30.0 0.2246390 1 BS
6.0 0.2246390 0 PB
7.0 0.2246390 0 PB
5.0 0.2246390 0 PB
5.0 0.2246390 0 PB
8.0 0.2246390 0 PB
10.0 0.2247010 0 A
8.0 0.2247010 0 A
6.0 0.2247010 0 BF
6.0 0.2247010 0 BF
7.0 0.2247010 0 BF
26.0 0.2247010 1 C
21.0 0.2247010 1 C
10.0 0.2247010 0 PB
6.0 0.2247010 1 PB
6.0 0.2247010 0 PB
6.0 0.2247010 0 PB
34.0 0.2257860 1 A
19.0 0.2257860 0 BS
22.0 0.2257860 0 BS
12.0 0.2281300 1 A
6.0 0.2281300 0 BF
5.0 0.2281300 0 BF
18.0 0.2291010 1 JP
19.0 0.2291010 1 JP
19.0 0.2291010 0 JP
19.0 0.2291010 0 JP
11.0 0.2292070 1 BS
18.0 0.2292070 0 JP
16.0 0.2292070 1 JP
18.0 0.2292070 1 JP
18.0 0.2292070 1 JP
12.0 0.2292070 1 JP
9.0 0.2306940 0 BF
12.0 0.2306940 1 BF
14.0 0.2306940 0 PB
7.0 0.2306940 0 PB
6.0 0.2306940 1 PB
34.0 0.2322390 1 JP
17.0 0.2336630 0 BS
12.0 0.2336630 0 BS
12.0 0.2336630 0 C
17.0 0.2336630 0 PB
11.0 0.2336630 0 PB
7.0 0.2344210 0 BF
5.0 0.2344210 0 PB
17.0 0.2350150 1 BS
11.0 0.2350150 0 PB
8.0 0.2356690 0 BS
10.0 0.2356690 0 BS
12.0 0.2356690 0 BS
7.0 0.2356690 0 BS
17.0 0.2356690 0 JP
5.0 0.2356690 0 PB
6.0 0.2357220 0 BF
16.0 0.2357220 0 BF
9.0 0.2359890 0 A
6.0 0.2359890 0 BF
6.0 0.2359890 0 BF
5.0 0.2359890 0 BS
14.0 0.2359890 0 BS
12.0 0.2359890 0 BS
10.0 0.2359890 1 BS
21.0 0.2361680 0 BS
13.0 0.2361680 0 C
12.0 0.2361680 0 C
24.0 0.2361680 0 C
11.0 0.2361680 0 C
26.0 0.2361680 0 PB
14.0 0.2369640 0 A
14.0 0.2369640 1 PB
15.0 0.2369640 1 PB
24.0 0.2372640 0 BS
28.0 0.2372640 0 RM
17.0 0.2372640 0 RM
16.0 0.2373420 1 BF
8.0 0.2373420 0 BF
11.0 0.2373420 0 C
7.0 0.2373420 0 C
7.0 0.2373420 1 C
6.0 0.2373420 0 C
7.0 0.2373420 0 C
5.0 0.2373420 0 C
9.0 0.2373420 0 C
17.0 0.2391110 0 PB
32.0 0.2391110 0 PB
21.0 0.2391110 1 PB
25.0 0.2396690 1 RP
22.0 0.2397120 1 BS
30.0 0.2397120 1 JP
32.0 0.2397120 1 JP
19.0 0.2397520 0 BS
25.0 0.2397520 0 C
27.0 0.2397520 0 C
15.0 0.2397520 0 PB
27.0 0.2397520 0 PB
15.0 0.2432860 1 BS
14.0 0.2432860 0 BS
20.0 0.2432860 1 BS
16.0 0.2432860 1 BS
9.0 0.2432860 0 C
12.0 0.2439000 1 BS
15.0 0.2439000 1 JP
27.0 0.2439000 1 JP
14.0 0.2439000 0 PB
9.0 0.2439000 0 PB
8.0 0.2439000 0 PB
8.0 0.2439000 0 PB
7.0 0.2493470 0 BF
15.0 0.2493470 0 BS
14.0 0.2493470 1 BS
10.0 0.2493470 1 BS
17.0 0.2493470 0 BS
20.0 0.2493470 1 BS
29.0 0.2519110 0 BF
16.0 0.2519110 0 BS
5.0 0.2519110 0 PB
6.0 0.2519110 1 PB
8.0 0.2519110 0 PB
9.0 0.2519110 1 PB
24.0 0.2532900 0 C
18.0 0.2532900 0 C
15.0 0.2532900 0 C
9.0 0.2532900 0 PB
22.0 0.2532900 0 PB
15.0 0.2534280 0 PB
10.0 0.2534280 0 PB
10.0 0.2534280 0 PB
12.0 0.2534280 0 PB
21.0 0.2534280 0 PB
13.0 0.2534280 0 RM
13.0 0.2534280 0 RM
6.0 0.2538490 0 BF
6.0 0.2538490 0 BF
9.0 0.2538490 0 BF
20.0 0.2554500 1 BS
18.0 0.2554500 1 BS
22.0 0.2554500 1 BS
10.0 0.2555180 0 BS
17.0 0.2555180 0 BS
20.0 0.2555180 0 BS
15.0 0.2555180 0 BS
9.0 0.2555180 0 BS
12.0 0.2564760 0 PB
5.0 0.2564760 0 PB
5.0 0.2564760 0 PB
10.0 0.2564760 0 PB
16.0 0.2564760 0 RM
14.0 0.2564760 1 RM
13.0 0.2564760 0 RM
13.0 0.2564760 0 RM
6.0 0.2564760 0 RM
13.0 0.2564760 0 RM
17.0 0.2564760 1 RM
8.0 0.2567670 0 BF
13.0 0.2567670 1 BS
9.0 0.2567670 0 BS
6.0 0.2567670 0 C
15.0 0.2567670 0 PB
6.0 0.2575450 0 C
10.0 0.2575450 0 C
14.0 0.2575450 0 C
13.0 0.2575450 0 C
9.0 0.2575450 0 C
9.0 0.2575450 0 C
9.0 0.2575450 0 C
16.0 0.2575450 0 C
15.0 0.2575450 1 JP
22.0 0.2575450 1 JP
12.0 0.2587770 0 BS
9.0 0.2587770 0 BS
15.0 0.2587770 0 BS
14.0 0.2587770 0 BS
35.0 0.2587770 1 JP
10.0 0.2587770 0 PB
14.0 0.2594140 0 A
10.0 0.2594140 0 A
7.0 0.2594140 0 BF
7.0 0.2594140 0 BF
5.0 0.2594140 0 BF
7.0 0.2594140 0 BF
6.0 0.2594140 0 BF
8.0 0.2594140 0 BF
9.0 0.2594140 0 BF
10.0 0.2594140 0 BF
8.0 0.2594140 0 PB
32.0 0.2604640 1 A
33.0 0.2604640 1 A
15.0 0.2604640 1 BS
12.0 0.2604640 0 PB
52.0 0.2633160 0 RP
32.0 0.2637810 1 A
32.0 0.2637810 1 A
9.0 0.2658960 1 BF
28.0 0.2658960 1 JP
10.0 0.2660830 1 BS
21.0 0.2660830 0 JP
9.0 0.2660830 0 PB
10.5 0.2680300 0 BS
28.0 0.2680300 1 JP
27.0 0.2680300 1 JP
23.0 0.2680300 1 JP
24.0 0.2680300 1 JP
7.0 0.2682590 1 BF
5.0 0.2682590 0 BS
7.0 0.2682590 0 BS
8.0 0.2682590 0 BS
8.0 0.2682590 0 BS
6.0 0.2682590 0 BS
8.0 0.2682590 0 BS
18.0 0.2682590 1 JP
13.0 0.2682590 0 PB
21.0 0.2682590 1 PB
23.0 0.2682590 0 PB
6.0 0.2692990 1 BF
8.0 0.2692990 0 BF
8.0 0.2692990 0 BF
6.0 0.2692990 0 BF
7.0 0.2692990 0 BF
8.0 0.2692990 0 BF
5.0 0.2692990 0 PB
26.0 0.2710890 1 A
29.0 0.2710890 1 A
22.5 0.2710890 1 A
21.0 0.2710890 1 A
25.0 0.2731380 1 A
20.0 0.2731380 1 A
16.0 0.2731380 1 A
10.0 0.2731380 0 JP
26.0 0.2731380 1 JP
11.0 0.2731380 0 PB
20.0 0.2735930 0 BF
22.0 0.2735930 1 BS
25.5 0.2735930 0 PB
9.0 0.2735930 0 PB
17.0 0.2740020 1 A
16.0 0.2740020 0 A
20.0 0.2740020 1 A
17.0 0.2740020 0 A
17.0 0.2740020 0 A
21.0 0.2740020 0 A
11.0 0.2740020 1 BS
15.0 0.2740020 1 BS
20.0 0.2740020 1 JP
7.0 0.2741060 0 BF
8.0 0.2741060 0 BF
6.0 0.2741060 0 BF
7.0 0.2741060 0 BF
6.0 0.2741060 0 BF
14.0 0.2741060 1 BF
10.0 0.2741060 0 BF
10.0 0.2741060 0 BF
7.0 0.2741060 0 PB
32.0 0.2754550 0 A
12.0 0.2754550 0 BF
23.0 0.2754550 0 BS
16.0 0.2754550 1 BS
37.0 0.2754550 0 JP
12.0 0.2754550 0 RM
11.0 0.2754550 0 RM
22.0 0.2769470 1 PB
6.0 0.2796530 0 BF
25.0 0.2796530 1 BS
8.0 0.2796530 0 PB
31.0 0.2796530 0 PB
16.0 0.2796530 0 PB
11.0 0.2799840 0 BS
7.0 0.2799840 0 C
5.0 0.2799840 0 C
5.0 0.2799840 0 C
5.0 0.2799840 0 C
5.0 0.2799840 0 C
24.0 0.2799840 0 C
9.0 0.2814980 0 BF
5.0 0.2814980 0 BF
5.0 0.2814980 0 BF
5.0 0.2814980 0 BS
11.0 0.2817930 1 BF
15.0 0.2817930 1 BS
40.0 0.2817930 0 C
15.0 0.2820070 0 C
12.0 0.2820070 0 C
11.0 0.2820070 1 C
8.0 0.2820070 1 C
10.0 0.2820070 0 C
16.0 0.2820070 0 C
26.0 0.2820070 1 JP
10.0 0.2822550 0 BS
6.0 0.2834710 0 BF
5.0 0.2834710 0 BF
7.0 0.2834710 0 BF
6.0 0.2834710 0 BF
6.0 0.2834710 0 BF
5.0 0.2834710 0 BF
8.0 0.2834710 0 BF
7.0 0.2834710 0 BF
8.0 0.2834710 0 BF
6.0 0.2834710 0 BF
6.0 0.2834710 0 PB
14.0 0.2848140 1 BF
21.0 0.2848140 1 BS
11.0 0.2848140 0 PB
32.0 0.2848140 0 PB
17.0 0.2857700 1 BS
12.0 0.2857700 0 BS
19.0 0.2857700 1 BS
11.0 0.2862210 0 BS
11.0 0.2862210 1 BS
7.0 0.2862210 0 C
9.0 0.2862210 0 C
6.0 0.2862210 0 C
7.0 0.2862210 0 C
5.0 0.2862210 0 C
8.0 0.2862210 0 C
11.0 0.2862210 0 C
6.0 0.2862210 0 C
6.0 0.2862210 0 C
12.0 0.2862210 0 C
11.0 0.2862210 0 C
10.0 0.2862210 0 C
10.0 0.2862210 0 C
22.5 0.2869920 1 C
25.0 0.2869920 0 C
40.0 0.2869920 1 RP
20.0 0.2878720 0 A
9.0 0.2878720 1 BS
14.0 0.2878720 1 BS
26.0 0.2878720 0 C
24.5 0.2878720 0 C
33.0 0.2878720 1 JP
42.0 0.2878720 0 JP
31.0 0.2893390 1 A
13.0 0.2893390 1 A
20.0 0.2893390 1 A
13.0 0.2893390 1 BS
17.0 0.2893390 1 BS
8.0 0.2893390 1 PB
30.0 0.2901510 1 A
8.0 0.2901510 0 BF
6.0 0.2901510 0 BF
7.0 0.2901510 0 C
7.0 0.2901510 1 C
6.0 0.2901510 1 C
8.0 0.2905570 0 BF
7.0 0.2905570 0 BS
7.0 0.2905570 0 BS
26.0 0.2905570 1 JP
7.0 0.2905570 0 RM
18.0 0.2918640 1 A
14.0 0.2918640 1 A
19.0 0.2918640 1 A
17.0 0.2918640 1 A
25.0 0.2918640 1 JP
20.0 0.2918640 1 JP
20.0 0.2918640 1 JP
12.0 0.2918640 1 PB
10.0 0.2918640 0 PB
19.0 0.2928810 1 BS
27.0 0.2936290 0 A
31.0 0.2936290 0 A
12.0 0.2936290 0 BF
10.0 0.2936290 0 RM
10.0 0.2941950 1 BF
8.0 0.2941950 0 BS
10.0 0.2941950 1 BS
11.0 0.2941950 0 C
21.0 0.2941950 1 JP
13.0 0.2941950 0 JP
15.0 0.2941950 0 JP
23.0 0.2941950 1 JP
20.0 0.2941950 0 JP
20.0 0.2941950 0 JP
15.0 0.2941950 1 JP
19.0 0.2941950 0 JP
13.0 0.2945910 1 BS
39.0 0.2945910 1 JP
8.0 0.2951530 0 BS
10.0 0.2951530 0 PB
18.0 0.2953810 0 C
8.0 0.2953810 1 C
34.0 0.2953810 1 JP
33.0 0.2953810 1 JP
12.0 0.2962070 0 BA
16.0 0.2962070 1 BS
15.0 0.2975930 1 JP
10.0 0.2975930 1 JP
27.0 0.2975930 0 JP
18.0 0.3003210 0 A
30.0 0.3003210 0 A
12.0 0.3003210 0 BF
7.0 0.3003210 0 BF
7.0 0.3003210 0 BF
10.0 0.3003210 0 BF
12.0 0.3003210 0 PB
6.0 0.3003210 0 PB
10.0 0.3003460 0 BS
21.0 0.3003460 1 BS
31.0 0.3022690 0 BS
36.0 0.3022690 1 RP
20.0 0.3022690 1 RP
8.0 0.3033170 0 BF
7.0 0.3033170 1 BF
5.0 0.3033170 0 BF
12.0 0.3033170 0 C
15.0 0.3033170 0 C
31.0 0.3033170 0 C
10.0 0.3033170 0 C
6.0 0.3055400 0 BF
11.0 0.3055400 1 BS
20.5 0.3055400 0 C
17.0 0.3055400 0 C
22.0 0.3055400 0 C
14.0 0.3055400 0 C
31.0 0.3055400 1 JP
7.0 0.3057410 1 BF
13.0 0.3057410 1 BF
24.0 0.3057410 1 JP
8.0 0.3060050 0 BF
20.0 0.3060050 0 C
16.0 0.3068600 0 BS
28.0 0.3068600 1 BS
25.0 0.3071810 1 A
9.0 0.3071810 1 A
21.0 0.3071810 1 BF
8.0 0.3071810 1 BF
6.0 0.3071810 0 PB
18.0 0.3071810 1 RM
15.0 0.3071810 0 RM
9.0 0.3071810 0 RM
18.0 0.3071810 0 RM
8.0 0.3086750 0 BF
8.0 0.3086750 0 BF
22.0 0.3086750 0 BS
16.0 0.3091790 0 BF
19.0 0.3091790 1 BS
11.0 0.3095380 0 A
7.0 0.3095380 0 A
9.0 0.3095380 0 A
13.0 0.3095380 0 A
14.0 0.3095380 0 A
33.0 0.3095380 1 BS
13.0 0.3095380 0 BS
8.0 0.3095380 0 PB
14.0 0.3095380 0 RM
9.0 0.3107130 0 BF
14.0 0.3107130 1 BF
25.0 0.3107130 1 BS
26.0 0.3122820 1 C
25.0 0.3122820 1 C
29.0 0.3122820 0 JP
6.0 0.3133930 0 BF
6.0 0.3133930 0 BS
9.0 0.3133930 0 BS
9.0 0.3133930 0 BS
9.0 0.3133930 0 BS
14.0 0.3133930 1 BS
5.0 0.3133930 0 BS
6.0 0.3133930 0 BS
7.0 0.3133930 0 C
6.0 0.3133930 0 C
7.0 0.3133930 0 C
7.0 0.3133930 0 C
7.0 0.3133930 0 C
18.0 0.3133930 1 JP
7.0 0.3133930 0 PB
22.0 0.3134030 1 BS
9.0 0.3139630 0 BF
28.0 0.3139630 0 C
29.0 0.3139630 1 C
20.0 0.3139630 0 C
22.0 0.3139630 0 C
22.0 0.3139630 0 C
14.0 0.3139630 0 C
16.0 0.3139630 0 C
42.0 0.3139630 0 C
17.0 0.3140970 0 BS
25.0 0.3140970 0 C
28.0 0.3140970 0 C
23.0 0.3140970 0 C
24.0 0.3140970 0 C
17.0 0.3140970 0 C
18.0 0.3140970 1 JP
20.0 0.3150730 0 BS
6.0 0.3150730 0 PB
24.0 0.3150730 0 RM
11.0 0.3150730 0 RM
16.0 0.3150730 0 RM
17.0 0.3153390 0 PB
23.0 0.3153390 0 PB
14.0 0.3163430 0 BS
17.0 0.3163430 1 BS
12.0 0.3163430 1 BS
14.0 0.3163430 1 BS
10.0 0.3163430 1 BS
7.0 0.3163430 1 BS
12.0 0.3163430 1 BS
12.0 0.3163430 1 BS
8.0 0.3163430 1 BS
14.0 0.3163430 0 BS
7.5 0.3205630 1 BF
9.5 0.3205630 1 BF
13.0 0.3212580 0 BF
13.0 0.3212580 1 BF
13.0 0.3212580 0 BF
10.0 0.3212580 0 BF
13.0 0.3212580 0 BS
15.0 0.3212580 0 BS
16.0 0.3212580 1 BS
29.0 0.3212580 1 JP
10.0 0.3212580 0 PB
17.0 0.3234770 1 A
19.0 0.3234770 1 A
21.0 0.3234770 1 A
25.0 0.3234770 1 A
14.0 0.3234770 1 A
10.0 0.3234770 1 BF
9.0 0.3234770 1 BF
18.0 0.3234770 1 JP
14.0 0.3275420 0 BF
15.0 0.3275420 1 BF
9.0 0.3275420 0 BS
13.0 0.3275420 0 BS
21.0 0.3275420 1 BS
10.0 0.3275420 0 BS
16.0 0.3275420 1 BS
24.0 0.3278690 1 BS
5.0 0.3278690 0 BS
9.0 0.3278690 0 BS
8.0 0.3278690 0 BS
7.0 0.3278690 0 BS
21.0 0.3278690 0 JP
22.0 0.3294120 0 A
16.0 0.3294120 0 A
7.0 0.3294120 0 PB
7.0 0.3296820 1 BF
32.0 0.3296820 1 BS
14.0 0.3300040 0 RM
10.0 0.3300040 0 RM
14.0 0.3300040 0 RM
29.0 0.3300040 0 RM
6.0 0.3300040 0 RM
18.0 0.3301000 0 RM
24.0 0.3301000 0 RM
26.0 0.3304770 1 JP
20.0 0.3304770 1 JP
10.0 0.3304770 0 PB
12.0 0.3304770 0 PB
12.0 0.3304770 0 PB
9.0 0.3304770 0 PB
19.0 0.3306440 1 A
16.0 0.3306440 1 BF
15.0 0.3306440 1 BF
23.0 0.3306440 0 C
14.0 0.3306440 0 C
10.0 0.3306440 0 C
5.0 0.3306440 0 C
5.0 0.3306440 0 PB
15.0 0.3324740 0 A
7.0 0.3324740 0 A
10.0 0.3324740 0 A
13.0 0.3324740 0 A
11.0 0.3324740 0 A
8.0 0.3324740 0 A
15.0 0.3324740 1 BF
27.0 0.3329170 1 BS
10.0 0.3329170 0 C
35.0 0.3334070 1 A
9.0 0.3334070 1 BF
7.0 0.3334070 0 BF
8.0 0.3334070 1 BF
5.0 0.3334070 0 BF
16.0 0.3334070 0 C
16.0 0.3339220 1 A
32.0 0.3339220 1 BS
8.0 0.3339220 0 PB
7.0 0.3339220 0 RM
23.0 0.3341510 1 BF
37.5 0.3341510 1 JP
25.5 0.3341510 1 JP
5.0 0.3356790 0 BF
18.0 0.3356790 0 C
41.0 0.3356790 0 C
30.0 0.3356790 1 JP
25.0 0.3356790 1 JP
8.0 0.3364810 0 BF
9.0 0.3364810 1 BF
11.0 0.3364810 0 BF
13.0 0.3364810 1 BF
10.0 0.3364810 0 BS
12.0 0.3364810 1 BS
23.0 0.3364810 1 JP
18.0 0.3364810 1 JP
35.0 0.3364810 1 JP
5.0 0.3383760 0 A
7.0 0.3383760 0 BF
7.0 0.3383760 0 BF
6.0 0.3383760 0 BF
5.0 0.3383760 0 BF
6.0 0.3383760 0 BF
6.0 0.3383760 0 BF
7.0 0.3383760 0 BF
5.0 0.3383760 0 BF
5.0 0.3383760 0 BF
9.0 0.3383760 0 BF
5.0 0.3383760 1 BF
10.0 0.3383760 1 BF
6.0 0.3383760 0 BF
6.0 0.3383760 0 PB
6.0 0.3417990 0 BF
7.0 0.3417990 0 BF
18.0 0.3417990 0 BS
13.0 0.3417990 0 BS
21.0 0.3417990 1 BS
18.0 0.3417990 0 BS
11.0 0.3422390 1 BS
13.0 0.3422390 0 PB
25.0 0.3429150 1 A
15.0 0.3429150 1 A
30.0 0.3429150 1 A
28.0 0.3429150 1 A
30.0 0.3429150 0 A
24.0 0.3429150 1 A
15.0 0.3429150 1 A
13.0 0.3429150 1 BF
5.0 0.3445170 0 BF
6.0 0.3445170 0 BF
13.0 0.3445170 0 BS
17.0 0.3445170 0 JP
22.0 0.3454720 0 JP
30.0 0.3454720 1 JP
16.0 0.3454720 0 JP
16.0 0.3454720 0 JP
21.0 0.3454720 0 JP
14.0 0.3454720 0 JP
18.0 0.3454720 0 JP
10.0 0.3462580 1 PB
13.0 0.3462580 1 PB
27.0 0.3466700 1 JP
22.0 0.3466700 1 JP
32.5 0.3466700 1 JP
8.0 0.3474610 1 BS
11.0 0.3474610 1 BS
14.0 0.3474610 1 BS
15.0 0.3519040 0 BS
12.0 0.3519040 0 PB
10.0 0.3519040 0 RM
12.0 0.3519040 0 RM
11.0 0.3519040 0 RM
6.0 0.3524600 0 BF
6.0 0.3524600 0 BF
5.0 0.3524600 0 BF
8.0 0.3524600 0 RM
32.0 0.3545820 1 A
6.0 0.3545820 0 BF
5.0 0.3545820 0 BF
22.0 0.3545820 0 C
14.0 0.3545820 0 C
18.0 0.3545820 0 C
17.0 0.3545820 0 C
38.0 0.3545820 0 C
12.0 0.3545820 0 C
18.0 0.3567870 1 BF
10.0 0.3567870 0 BF
8.0 0.3567870 0 BF
7.0 0.3567870 0 BF
7.0 0.3567870 0 PB
49.5 0.3568030 1 RP
28.0 0.3569740 1 A
10.0 0.3569740 1 BS
31.0 0.3573800 1 A
23.0 0.3573800 1 A
29.0 0.3573800 1 A
5.0 0.3573800 0 BF
5.0 0.3573800 0 BF
17.0 0.3582910 0 BS
6.0 0.3582910 0 PB
8.0 0.3587130 0 BF
12.0 0.3587130 0 C
14.0 0.3587130 0 C
15.0 0.3587130 0 C
12.0 0.3587130 0 C
17.0 0.3587130 0 C
15.0 0.3587130 0 C
15.0 0.3594440 1 BF
27.0 0.3594440 1 BS
18.0 0.3594440 0 BS
14.0 0.3594440 1 BS
12.0 0.3594440 0 PB
10.0 0.3596940 0 BS
14.0 0.3596940 0 PB
19.0 0.3596940 0 PB
13.0 0.3596940 0 PB
31.0 0.3603570 1 JP
22.0 0.3603570 1 JP
10.0 0.3603570 0 PB
12.0 0.3605700 0 BF
13.0 0.3605700 0 BF
30.0 0.3605700 1 BS
5.0 0.3605700 0 RM
29.0 0.3627570 1 JP
25.0 0.3627570 1 JP
14.0 0.3627570 0 PB
13.0 0.3629100 1 A
18.0 0.3629100 0 A
12.0 0.3629100 0 A
9.0 0.3629100 0 A
12.0 0.3629100 0 A
11.0 0.3629100 0 A
10.0 0.3629100 0 A
8.0 0.3629100 0 BF
24.0 0.3635740 1 A
8.0 0.3635740 0 BF
7.0 0.3635740 0 BF
10.0 0.3642610 1 BF
5.0 0.3642610 0 BF
7.0 0.3642610 1 BF
29.0 0.3645360 1 JP
14.0 0.3645360 1 JP
10.0 0.3661720 0 BF
7.0 0.3661720 0 BF
7.0 0.3661720 0 BF
6.0 0.3661720 0 BF
5.0 0.3661720 0 BF
6.0 0.3661720 0 BF
7.0 0.3661720 0 BF
13.0 0.3673160 1 A
13.0 0.3673160 1 BF
7.0 0.3673160 0 BS
25.0 0.3673160 1 JP
16.0 0.3673160 1 JP
9.0 0.3673160 0 PB
17.0 0.3673500 1 BF
15.0 0.3673500 1 BS
19.0 0.3673500 1 BS
27.0 0.3673500 1 JP
20.0 0.3673500 0 PB
12.0 0.3674630 1 BF
15.0 0.3674630 0 BS
8.0 0.3674630 1 BS
33.0 0.3700800 1 A
13.0 0.3758130 1 BF
13.0 0.3758130 1 BS
13.0 0.3758130 0 BS
15.0 0.3758130 1 BS
8.0 0.3758130 1 BS
8.0 0.3758130 1 BS
8.0 0.3758130 1 BS
26.0 0.3758130 1 JP
11.0 0.3762970 1 BF
17.0 0.3762970 1 BS
12.0 0.3762970 0 BS
14.0 0.3762970 1 BS
7.0 0.3762970 1 C
10.0 0.3762970 0 C
20.0 0.3762970 1 JP
31.0 0.3762970 1 JP
9.0 0.3782160 0 BF
19.0 0.3782160 0 BS
19.0 0.3782160 1 BS
33.0 0.3782160 1 JP
14.0 0.3782160 0 PB
12.0 0.3782160 0 PB
6.0 0.3782160 1 PB
7.0 0.3798720 0 BF
7.0 0.3798720 0 BF
5.0 0.3798720 0 BF
7.0 0.3798720 0 BF
7.0 0.3798720 0 BF
5.0 0.3798720 0 BF
5.0 0.3798720 0 BF
5.0 0.3798720 0 BF
7.0 0.3798720 0 BF
7.0 0.3798720 0 BF
5.0 0.3798720 0 BF
7.0 0.3798720 0 BS
8.0 0.3798720 1 BS
14.0 0.3798720 0 BS
6.0 0.3803030 0 BF
10.0 0.3803030 0 PB
18.0 0.3803030 0 PB
21.0 0.3812720 1 RP
11.0 0.3814650 1 BF
15.0 0.3814650 1 BS
35.5 0.3814650 1 JP
40.0 0.3814650 1 RP
26.0 0.3814650 1 RP
44.0 0.3814650 1 RP
31.5 0.3814650 1 RP
8.0 0.3817020 0 BF
7.0 0.3817020 0 BF
12.0 0.3817020 0 BS
7.0 0.3817020 1 PB
7.0 0.3817020 1 PB
7.0 0.3817020 0 PB
10.0 0.3822600 0 BF
9.0 0.3822600 0 BF
14.0 0.3822600 0 PB
6.0 0.3828290 0 A
32.0 0.3828290 0 A
6.0 0.3828290 0 BF
7.0 0.3828290 0 BF
23.0 0.3828290 0 BS
14.0 0.3829700 0 BS
15.0 0.3829700 0 BS
20.0 0.3829700 0 BS
16.0 0.3829700 0 BS
18.0 0.3829700 1 BS
15.0 0.3829700 0 C
16.0 0.3829700 0 C
23.0 0.3829700 0 C
19.0 0.3829700 0 C
12.0 0.3829700 0 C
34.0 0.3829700 0 JP
39.0 0.3829700 1 JP
20.0 0.3829700 1 JP
15.0 0.3848900 1 BS
19.0 0.3848900 0 PB
19.0 0.3848900 0 PB
11.0 0.3848900 0 PB
29.0 0.3849800 1 BF
21.0 0.3849800 0 PB
15.0 0.3849800 0 PB
11.0 0.3868720 0 A
8.0 0.3868720 0 BF
5.0 0.3868720 0 BF
7.0 0.3868720 0 BF
8.0 0.3868720 0 BF
9.0 0.3868720 0 BF
19.0 0.3878640 1 BS
23.0 0.3878640 1 BS
27.0 0.3878640 0 C
13.0 0.3878640 0 C
20.0 0.3878640 0 C
15.0 0.3878640 0 C
27.0 0.3878640 1 JP
25.0 0.3878640 1 JP
19.0 0.3878640 0 PB
18.0 0.3880310 1 A
22.0 0.3880310 1 A
14.0 0.3880310 1 BS
12.0 0.3880310 1 JP
17.0 0.3880310 1 JP
13.0 0.3912780 1 BF
15.0 0.3912780 1 BF
22.0 0.3912780 1 BS
13.0 0.3918010 1 BF
15.0 0.3918010 1 BF
10.0 0.3918010 1 BF
12.0 0.3918010 1 BF
17.0 0.3918010 1 BF
32.0 0.3919970 1 A
25.0 0.3919970 1 A
14.0 0.3919970 1 BS
11.0 0.3919970 1 BS
13.0 0.3919970 1 BS
12.0 0.3919970 1 BS
18.0 0.3919970 1 JP
30.0 0.3919970 1 JP
11.0 0.3919970 1 PB
14.0 0.3919970 0 PB
35.0 0.3924870 1 A
25.0 0.3924870 1 A
31.0 0.3924870 1 A
14.0 0.3929830 0 BA
8.0 0.3929830 0 BA
7.0 0.3929830 0 BA
14.0 0.3931570 1 C
31.0 0.3931570 0 PB
20.0 0.3933690 0 C
23.0 0.3933690 0 C
31.0 0.3933690 1 JP
30.0 0.3933690 1 JP
7.0 0.3933690 0 PB
15.0 0.3938770 1 A
18.0 0.3938770 1 A
19.0 0.3938770 1 A
19.0 0.3938770 1 A
14.0 0.3938770 1 A
14.0 0.3938770 1 BS
17.0 0.3946740 1 BS
39.0 0.3946740 1 JP
8.0 0.3948980 0 BF
6.0 0.3948980 0 BF
6.0 0.3948980 0 BF
5.0 0.3948980 0 BF
14.0 0.3948980 1 BS
6.0 0.3948980 0 PB
11.0 0.3948980 0 RM
14.0 0.3955170 0 BS
8.0 0.3955170 0 PB
19.0 0.3960300 0 BA
13.0 0.3960300 0 BA
18.0 0.3960300 0 BA
10.0 0.3960300 0 BA
14.0 0.3960300 0 BA
35.0 0.3986710 1 A
14.0 0.3986710 1 A
29.0 0.3986710 1 A
30.0 0.3986710 1 A
13.0 0.3986710 0 BF
18.0 0.3986710 0 PB
21.0 0.4001600 1 A
29.0 0.4001600 1 JP
22.5 0.4001600 1 JP
38.0 0.4001600 1 JP
20.0 0.4003490 0 C
17.0 0.4003490 0 C
27.0 0.4003490 0 C
30.0 0.4003490 0 C
20.0 0.4003490 0 PB
23.0 0.4003490 0 PB
10.0 0.4008670 0 A
12.0 0.4008670 0 BF
11.0 0.4008670 0 BF
14.0 0.4008670 0 BF
7.0 0.4008670 0 BF
7.0 0.4008670 0 BS
33.0 0.4021300 1 A
54.0 0.4021300 1 A
5.0 0.4025280 0 BF
7.0 0.4025280 0 BF
7.0 0.4025280 0 BF
6.0 0.4025280 0 BF
12.0 0.4025280 0 BS
6.0 0.4025280 0 BS
6.0 0.4025280 0 BS
28.0 0.4037940 0 A
26.0 0.4037940 0 A
