"Date" "CSpd" "Spd1" "Spd2" "Spd3" "Spd4" "Spd1Lag1" "Spd2Lag1" "Spd3Lag1" "Spd4Lag1" "Spd1sin1" "Spd1cos1" "bin1" "Dir1"
"2002/2/18/6" 6.5 6.0283 7.0807 12.3310 7.3568 11.6472 6.1960 19.7971 14.5965 -2.2009103 -5.612165 11 229.71
"2002/2/18/12" 6.2 3.2037 7.7371 5.9040 5.7700 6.0283 7.0807 12.3310 7.3568 0.3148551 3.188191 16 358.24
"2002/2/18/18" 8.6 6.3188 8.3135 4.0526 8.1882 3.2037 7.7371 5.9040 5.7700 -6.1347576 -1.513930 2 23.32
"2002/2/19/0" 8.3 11.5869 6.0348 8.7425 8.1240 6.3188 8.3135 4.0526 8.1882 9.6694854 6.384145 2 26.12
"2002/2/19/6" 7.8 7.6046 7.5643 6.5324 10.0485 11.5869 6.0348 8.7425 8.1240 7.5556380 0.861554 2 26.59
"2002/2/19/12" 6.8 7.4170 4.1811 9.7278 9.6693 7.6046 7.5643 6.5324 10.0485 -4.9924638 -5.485180 1 3.88
"2002/2/19/18" 7.5 3.9026 5.7996 8.5536 9.7377 7.4170 4.1811 9.7278 9.6693 0.1170604 3.900844 1 0.03
"2002/2/20/0" 7.1 7.0414 5.0482 7.9793 6.6766 3.9026 5.7996 8.5536 9.7377 1.2383369 -6.931655 16 348.54
"2002/2/20/6" 5.0 4.4027 5.9551 8.0050 9.5495 7.0414 5.0482 7.9793 6.6766 2.4070278 3.686460 16 358.72
"2002/2/20/12" 6.3 5.2369 3.7578 11.0069 8.3967 4.4027 5.9551 8.0050 9.5495 5.2357643 -0.109058 16 353.45
"2002/2/20/18" 6.4 4.1456 2.6943 7.2270 7.2744 5.2369 3.7578 11.0069 8.3967 3.4612580 2.281599 16 340.28
"2002/2/21/0" 6.3 6.9726 3.0677 10.4794 7.5253 4.1456 2.6943 7.2270 7.2744 -0.4763954 6.956306 16 351.79
"2002/2/21/6" 4.3 5.0447 1.4172 7.6008 7.3028 6.9726 3.0677 10.4794 7.5253 3.2298089 3.875220 16 346.27
"2002/2/21/12" 4.9 7.3415 5.8198 6.3927 2.3825 5.0447 1.4172 7.6008 7.3028 7.1851453 -1.507086 15 322.22
"2002/2/21/18" 9.3 8.2720 6.8263 6.2006 3.3981 7.3415 5.8198 6.3927 2.3825 3.6068121 7.444252 15 333.46
"2002/2/22/0" 4.1 3.3045 1.0276 6.5257 5.3584 8.2720 6.8263 6.2006 3.3981 3.2254264 -0.718572 1 1.79
"2002/2/22/6" 6.5 10.0036 11.6601 3.6988 4.4340 3.3045 1.0276 6.5257 5.3584 0.5761494 9.986995 9 182.27
"2002/2/22/12" 11.3 12.9446 20.7530 10.4071 14.8064 10.0036 11.6601 3.6988 4.4340 6.1373197 -11.397192 9 184.86
"2002/2/22/18" 12.8 9.0404 10.0532 13.3419 14.4524 12.9446 20.7530 10.4071 14.8064 8.8876489 -1.654850 10 209.10
"2002/2/23/0" 9.7 7.3958 6.3916 10.7155 8.1111 9.0404 10.0532 13.3419 14.4524 -5.6556729 4.765629 12 256.74
"2002/2/23/6" 7.8 9.9016 4.3708 10.2604 4.6812 7.3958 6.3916 10.7155 8.1111 -9.6087196 2.390437 12 268.85
"2002/2/23/12" 10.3 11.7899 11.6410 9.0354 7.2895 9.9016 4.3708 10.2604 4.6812 0.8773871 -11.757208 14 304.66
"2002/2/23/18" 7.9 5.8707 8.7679 5.6095 7.8111 11.7899 11.6410 9.0354 7.2895 3.5285554 4.691952 16 346.22
"2002/2/24/0" 8.8 10.5731 9.7645 7.3274 8.5382 5.8707 8.7679 5.6095 7.8111 10.5474663 -0.735797 1 20.49
"2002/2/24/6" 10.6 12.2139 8.0266 11.5136 8.1011 10.5731 9.7645 7.3274 8.5382 5.2502248 -11.027896 2 27.83
"2002/2/24/12" 10.6 15.9011 8.9277 15.5194 9.8507 12.2139 8.0266 11.5136 8.1011 0.1590083 15.900305 1 0.01
"2002/2/24/18" 10.2 11.8645 7.8946 16.1029 9.7033 15.9011 8.9277 15.5194 9.8507 8.4277347 -8.351027 16 354.21
"2002/2/25/0" 11.4 9.8086 9.3743 11.8900 7.8384 11.8645 7.8946 16.1029 9.7033 -8.1808207 -5.411359 16 343.42
"2002/2/25/6" 11.4 10.2214 9.6183 11.3157 8.7096 9.8086 9.3743 11.8900 7.8384 4.3280518 -9.259859 15 329.43
"2002/2/25/12" 12.0 12.8606 10.1847 10.0234 8.3615 10.2214 9.6183 11.3157 8.7096 4.4586823 -12.062967 15 323.23
"2002/2/25/18" 15.6 12.4201 10.2576 12.2329 9.8252 12.8606 10.1847 10.0234 8.3615 9.6330894 -7.839801 14 310.13
"2002/2/26/0" 15.1 14.6431 11.3567 12.4378 10.1613 12.4201 10.2576 12.2329 9.8252 5.0328873 -13.751015 15 316.95
"2002/2/26/6" 12.5 13.8605 12.2467 13.4399 11.9120 14.6431 11.3567 12.4378 10.1613 -4.2185670 13.202922 14 313.85
"2002/2/26/12" 15.0 15.1161 13.3985 15.3648 12.8082 13.8605 12.2467 13.4399 11.9120 4.0491084 14.563695 15 333.28
"2002/2/26/18" 14.8 7.9261 8.0069 11.5266 10.8487 15.1161 13.3985 15.3648 12.8082 1.8906599 -7.697303 15 317.06
"2002/2/27/0" 9.8 7.2136 6.6517 11.7469 8.6398 7.9261 8.0069 11.5266 10.8487 -2.7133847 6.683829 15 326.34
"2002/2/27/6" 5.1 4.3071 4.5846 7.8754 4.5971 7.2136 6.6517 11.7469 8.6398 -2.8768902 -3.205404 13 274.05
"2002/2/27/12" 4.3 4.5504 7.3214 3.2970 4.7363 4.3071 4.5846 7.8754 4.5971 -2.4456200 3.837328 12 250.76
"2002/2/27/18" 9.3 9.1562 7.3341 8.1972 6.2932 4.5504 7.3214 3.2970 4.7363 9.0683879 -1.265045 12 259.32
"2002/2/28/0" 11.9 11.6047 10.0426 6.4753 6.5765 9.1562 7.3341 8.1972 6.2932 5.5015673 10.217721 14 308.37
"2002/2/28/6" 7.5 7.7184 6.0905 8.9352 8.3396 11.6047 10.0426 6.4753 6.5765 -2.6675995 7.242763 14 301.24
"2002/2/28/12" 4.7 3.4469 7.4562 10.1519 9.8836 7.7184 6.0905 8.9352 8.3396 -2.0936137 -2.738230 15 330.52
"2002/2/28/18" 6.7 6.1572 7.0729 3.1053 8.7295 3.4469 7.4562 10.1519 9.8836 4.4958881 4.206911 4 82.50
"2002/3/1/0" 9.7 8.9751 8.1060 9.3581 8.6858 6.1572 7.0729 3.1053 8.7295 8.9443271 -0.742585 1 14.22
"2002/3/1/6" 4.3 6.7308 5.7281 8.3168 7.5678 8.9751 8.1060 9.3581 8.6858 -6.6400185 1.101736 1 11.16
"2002/3/1/12" 3.4 5.8159 3.8578 5.3073 3.2755 6.7308 5.7281 8.3168 7.5678 -5.1832524 -2.637913 16 356.10
"2002/3/1/18" 4.2 2.7227 5.2762 2.0028 4.1006 5.8159 3.8578 5.3073 3.2755 -2.6709487 -0.528326 14 306.11
"2002/3/2/0" 6.9 4.1375 5.9059 3.8900 5.3236 2.7227 5.2762 2.0028 4.1006 3.7839005 1.673620 15 327.88
"2002/3/2/6" 6.0 5.0614 7.4984 4.8594 5.1615 4.1375 5.9059 3.8900 5.3236 4.8823878 -1.334188 15 322.28
"2002/3/2/12" 7.9 8.2742 9.3418 5.9031 7.7464 5.0614 7.4984 4.8594 5.1615 4.1944637 7.132241 16 352.39
"2002/3/2/18" 10.3 5.8153 6.5303 5.9167 6.4233 8.2742 9.3418 5.9031 7.7464 2.5878317 5.207767 15 333.47
"2002/3/3/0" 11.4 7.5451 8.4597 11.4076 9.6255 5.8153 6.5303 5.9167 6.4233 6.4975463 3.835417 15 321.48
"2002/3/3/6" 6.4 9.0270 7.9095 9.1380 9.4252 7.5451 8.4597 11.4076 9.6255 -8.9223471 1.370566 16 350.44
"2002/3/3/12" 8.2 10.5367 7.6928 9.8508 8.2381 9.0270 7.9095 9.1380 9.4252 7.2436189 7.651930 16 340.05
"2002/3/3/18" 8.5 4.2014 2.7282 6.3655 3.8603 10.5367 7.6928 9.8508 8.2381 1.6125439 3.879622 14 308.27
"2002/3/4/0" 9.1 3.5762 9.5170 6.4391 5.9491 4.2014 2.7282 6.3655 3.8603 3.5759698 -0.040579 11 234.06
"2002/3/4/6" 12.9 10.3914 5.6056 10.0485 8.5278 3.5762 9.5170 6.4391 5.9491 9.7548320 3.581124 11 239.98
"2002/3/4/12" 14.7 17.9625 14.0459 10.2147 4.8849 10.3914 5.6056 10.0485 8.5278 -1.9018913 17.861529 14 307.77
"2002/3/4/18" 9.9 10.6834 7.6343 11.8089 8.6343 17.9625 14.0459 10.2147 4.8849 3.1971442 10.193788 14 308.18
"2002/3/5/0" 5.0 2.6658 3.8849 8.6079 8.0001 10.6834 7.6343 11.8089 8.6343 -2.1616153 1.560099 15 325.78
"2002/3/5/6" 6.1 3.8295 4.3020 3.4420 1.3921 2.6658 3.8849 8.6079 8.0001 3.8191285 0.281651 8 164.86
"2002/3/5/12" 4.1 1.5343 6.0202 4.3358 4.2983 3.8295 4.3020 3.4420 1.3921 -0.0309657 -1.533987 4 78.56
"2002/3/5/18" 9.0 4.5372 8.7105 6.7941 6.8044 1.5343 6.0202 4.3358 4.2983 2.4169227 3.839879 4 75.96
"2002/3/6/0" 10.6 8.6619 7.4675 7.7805 5.3966 4.5372 8.7105 6.7941 6.8044 4.5405745 7.376428 4 75.95
"2002/3/6/6" 11.7 8.4553 5.6903 9.5705 6.5843 8.6619 7.4675 7.7805 5.3966 0.0381970 8.455214 3 50.27
"2002/3/6/12" 8.7 12.6123 7.7624 12.7639 7.5920 8.4553 5.6903 9.5705 6.5843 11.9172375 4.129112 2 26.37
"2002/3/6/18" 4.8 3.3165 4.3437 7.0472 5.1895 12.6123 7.7624 12.7639 7.5920 0.6262524 -3.256836 16 354.81
"2002/3/7/0" 4.0 4.2586 5.2494 6.1247 3.7637 3.3165 4.3437 7.0472 5.1895 -0.3200386 -4.246557 1 9.50
"2002/3/7/6" 6.7 7.8101 5.3375 4.0834 4.1069 4.2586 5.2494 6.1247 3.7637 7.5373596 -2.045940 5 108.65
"2002/3/7/12" 11.2 8.9041 9.0046 7.1138 7.0265 7.8101 5.3375 4.0834 4.1069 8.8192880 1.226032 6 114.53
"2002/3/7/18" 12.5 10.2809 10.4036 7.5724 8.4780 8.9041 9.0046 7.1138 7.0265 6.1869624 -8.210871 5 109.31
"2002/3/8/0" 10.5 7.1862 9.6116 8.8597 9.7543 10.2809 10.4036 7.5724 8.4780 5.8223616 4.212075 3 51.21
"2002/3/8/12" 7.2 6.5793 6.7383 6.6120 7.3591 7.1862 9.6116 8.8597 9.7543 0.9463222 -6.510888 2 28.13
"2002/3/8/18" 6.1 6.6230 5.5580 6.0858 5.7433 6.5793 6.7383 6.6120 7.3591 -2.6714899 6.060303 16 345.16
"2002/3/9/0" 11.3 13.4041 8.6094 9.5358 7.0705 6.6230 5.5580 6.0858 5.7433 -9.9450148 -8.987023 15 324.42
"2002/3/9/6" 14.9 14.6875 12.3558 15.8699 12.1539 13.4041 8.6094 9.5358 7.0705 -9.7117439 11.018380 15 319.72
"2002/3/9/12" 20.6 14.9572 14.7560 18.3219 15.8480 14.6875 12.3558 15.8699 12.1539 -14.6639477 2.947282 15 319.07
"2002/3/9/18" 17.1 6.3315 8.4506 12.4774 12.8395 14.9572 14.7560 18.3219 15.8480 -4.8529531 4.066539 13 281.87
"2002/3/10/0" 15.4 7.7077 11.4474 13.5926 16.8229 6.3315 8.4506 12.4774 12.8395 7.5539647 1.531750 15 315.53
"2002/3/10/6" 10.4 3.5130 8.3820 10.2419 11.9487 7.7077 11.4474 13.5926 16.8229 -3.5015832 0.282991 13 274.97
"2002/3/10/12" 5.3 3.8932 4.6106 4.9733 9.9348 3.5130 8.3820 10.2419 11.9487 -0.6972919 3.830247 7 138.05
"2002/3/10/18" 8.9 11.9407 7.4736 7.7667 1.2198 3.8932 4.6106 4.9733 9.9348 8.6179235 8.265090 6 126.47
"2002/3/11/0" 11.4 8.7215 10.2652 8.8204 3.9812 11.9407 7.4736 7.7667 1.2198 -7.9850331 3.507678 6 130.79
"2002/3/11/6" 4.5 2.4145 5.0299 5.2405 6.4389 8.7215 10.2652 8.8204 3.9812 1.3748108 1.984869 11 245.65
"2002/3/11/12" 5.8 8.4378 4.3132 3.9671 0.8233 2.4145 5.0299 5.2405 6.4389 -8.4293655 0.377181 14 306.35
"2002/3/11/18" 7.9 3.1755 0.2242 2.8164 0.9525 8.4378 4.3132 3.9671 0.8233 0.2304475 -3.167127 11 241.83
"2002/3/12/0" 7.9 6.7378 5.5974 3.5687 2.1836 3.1755 0.2242 2.8164 0.9525 6.6612296 -1.012901 10 215.35
"2002/3/12/6" 13.5 11.9731 6.9979 12.7327 8.5238 6.7378 5.5974 3.5687 2.1836 11.7289762 2.405460 10 221.28
"2002/3/12/12" 12.6 8.9035 11.5712 13.3069 9.5403 11.9731 6.9979 12.7327 8.5238 6.0861112 -6.498582 11 241.15
"2002/3/12/18" 10.0 10.9838 12.1269 11.5183 9.9732 8.9035 11.5712 13.3069 9.5403 -7.4917852 8.032249 12 256.86
"2002/3/13/0" 10.5 11.4011 16.4539 8.6980 16.0086 10.9838 12.1269 11.5183 9.9732 0.1586976 11.399995 14 307.89
"2002/3/13/6" 11.1 9.9364 9.2910 9.4890 11.5111 11.4011 16.4539 8.6980 16.0086 -9.4065961 -3.201249 15 331.11
"2002/3/13/12" 8.0 7.2552 6.9476 9.3044 6.2965 9.9364 9.2910 9.4890 11.5111 -2.9767316 -6.616419 15 330.29
"2002/3/13/18" 3.8 2.1235 2.1210 4.5971 4.4686 7.2552 6.9476 9.3044 6.2965 1.7031721 1.268250 15 315.09
"2002/3/14/0" 2.6 2.9782 1.4900 4.4283 3.0008 2.1235 2.1210 4.5971 4.4686 -1.7209974 -2.430606 3 47.74
"2002/3/14/6" 6.0 6.3355 6.4285 8.8006 7.5786 2.9782 1.4900 4.4283 3.0008 -2.4965293 5.822877 4 68.71
"2002/3/14/12" 9.0 5.7332 4.2112 8.1316 5.6524 6.3355 6.4285 8.8006 7.5786 5.6627700 -0.895890 3 45.71
"2002/3/14/18" 13.1 12.0554 7.0852 15.1568 8.9567 5.7332 4.2112 8.1316 5.6524 -1.5543697 -11.954773 2 40.97
"2002/3/15/0" 13.0 13.0038 4.2242 17.5605 8.7906 12.0554 7.0852 15.1568 8.9567 5.6562048 11.709234 1 0.45
"2002/3/15/6" 7.9 8.6411 2.7694 13.5968 7.8791 13.0038 4.2242 17.5605 8.7906 2.5533708 -8.255235 16 354.70
"2002/3/15/12" 5.5 4.6030 2.2367 10.2432 4.2083 8.6411 2.7694 13.5968 7.8791 0.1380693 4.600929 1 0.03
"2002/3/15/18" 6.3 5.3369 5.8215 2.9026 2.8765 4.6030 2.2367 10.2432 4.2083 -5.2593436 -0.906535 10 218.17
"2002/3/16/0" 6.6 4.4758 5.9998 2.6279 4.1336 5.3369 5.8215 2.9026 2.8765 3.8750600 -2.239798 10 209.44
"2002/3/16/6" 7.9 7.3495 2.6279 5.6583 4.8825 4.4758 5.9998 2.6279 4.1336 1.9723782 7.079892 10 213.90
"2002/3/16/12" 8.6 7.6643 2.1058 8.7708 1.9211 7.3495 2.6279 5.6583 4.8825 -0.6376386 -7.637729 10 210.57
"2002/3/16/18" 9.4 10.8229 8.5111 9.0130 4.9206 7.6643 2.1058 8.7708 1.9211 -5.7043909 -9.197559 7 148.21
"2002/3/17/0" 12.3 10.3380 8.6369 5.5967 5.8795 10.8229 8.5111 9.0130 4.9206 7.9941606 6.554971 8 170.53
"2002/3/17/6" 12.3 10.4392 9.8999 8.7049 7.7153 10.3380 8.6369 5.5967 5.8795 -8.5111702 6.044574 7 143.56
"2002/3/17/12" 7.9 6.2593 7.8288 10.5076 9.4024 10.4392 9.8999 8.7049 7.7153 -3.2480883 -5.350585 8 167.05
"2002/3/17/18" 6.2 2.5540 3.1617 5.9524 7.4036 6.2593 7.8288 10.5076 9.4024 -0.1360439 -2.550374 10 210.54
"2002/3/18/0" 2.8 4.4399 2.4019 2.5821 4.8399 2.5540 3.1617 5.9524 7.4036 -2.5287392 -3.649410 15 324.19
"2002/3/18/6" 2.4 1.9626 1.7924 2.3680 2.7282 4.4399 2.4019 2.5821 4.8399 1.7354711 -0.916482 13 284.80
"2002/3/18/12" 5.1 4.0699 4.2062 3.4076 3.8837 1.9626 1.7924 2.3680 2.7282 -2.9162232 2.838966 15 332.21
"2002/3/18/18" 3.1 2.1088 2.5018 0.7205 1.7687 4.0699 4.2062 3.4076 3.8837 1.9633588 -0.769584 15 328.67
"2002/3/19/0" 3.1 4.3395 5.7300 1.2385 3.0436 2.1088 2.5018 0.7205 1.7687 3.7880846 2.116997 15 334.07
"2002/3/19/6" 3.3 3.7012 2.1579 5.6360 5.3622 4.3395 5.7300 1.2385 3.0436 0.1480085 3.698239 1 0.04
"2002/3/19/12" 2.7 2.3636 3.6915 7.0349 5.7741 3.7012 2.1579 5.6360 5.3622 -0.4299541 -2.324165 3 53.59
"2002/3/19/18" 4.2 2.7223 5.3271 4.1235 4.8328 2.3636 3.6915 7.0349 5.7741 0.6625551 2.640443 5 107.06
"2002/3/20/0" 4.6 5.4434 1.8698 5.0283 4.2424 2.7223 5.3271 4.1235 4.8328 -2.3395038 -4.915010 5 110.40
"2002/3/20/6" 6.0 7.1442 9.2664 5.4127 9.2808 5.4434 1.8698 5.0283 4.2424 6.9083115 1.820666 6 133.26
"2002/3/20/12" 7.9 3.8915 10.8268 4.0306 10.1640 7.1442 9.2664 5.4127 9.2808 -3.0759708 -2.383731 7 136.00
"2002/3/20/18" 12.0 6.1080 9.8428 4.0233 11.2191 3.8915 10.8268 4.0306 10.1640 5.7599657 -2.032353 1 1.91
"2002/3/21/0" 12.5 13.3852 9.4191 14.7139 9.4665 6.1080 9.8428 4.0233 11.2191 13.2526909 -1.878766 16 353.57
"2002/3/21/6" 12.3 6.6049 10.1332 10.6093 9.9723 13.3852 9.4191 14.7139 9.4665 -6.4079168 -1.601033 15 324.91
"2002/3/21/12" 13.9 14.3606 14.7129 14.1827 10.9388 6.6049 10.1332 10.6093 9.9723 11.0761194 -9.140373 15 316.42
"2002/3/21/18" 15.8 11.1367 11.8274 12.7337 10.5106 14.3606 14.7129 14.1827 10.9388 -3.1318985 -10.687249 13 286.17
"2002/3/22/0" 13.7 8.6945 13.4852 11.5926 13.2657 11.1367 11.8274 12.7337 10.5106 3.8089973 7.815745 13 289.48
"2002/3/22/6" 10.4 9.3261 11.4597 11.5542 12.2148 8.6945 13.4852 11.5926 13.2657 9.0466451 -2.265911 12 265.71
"2002/3/22/12" 10.0 8.4906 11.5779 11.7910 11.8085 9.3261 11.4597 11.5542 12.2148 -4.0208868 7.478152 13 282.25
"2002/3/22/18" 9.6 5.2999 7.5676 6.9972 8.2463 8.4906 11.5779 11.7910 11.8085 4.2580921 3.155565 13 271.11
"2002/3/23/0" 7.7 4.2186 10.9018 5.4906 12.7356 5.2999 7.5676 6.9972 8.2463 -4.0172586 1.287719 12 256.35
"2002/3/23/6" 6.2 6.7965 9.8475 9.2534 10.0172 4.2186 10.9018 5.4906 12.7356 -5.7445069 3.632224 12 269.17
"2002/3/23/12" 7.2 6.4285 6.9409 6.6559 5.0210 6.7965 9.8475 9.2534 10.0172 -4.9349440 4.119701 16 344.70
"2002/3/23/18" 4.8 4.1163 3.6443 4.4396 4.6030 6.4285 6.9409 6.6559 5.0210 3.8629868 1.421710 3 64.05
"2002/3/24/0" 8.3 5.6095 5.5231 5.1342 6.5531 4.1163 3.6443 4.4396 4.6030 -4.5570511 3.271051 4 74.45
"2002/3/24/6" 7.9 7.3180 7.5507 7.9925 7.9929 5.6095 5.5231 5.1342 6.5531 -5.2242505 5.124483 4 68.32
"2002/3/24/12" 11.3 10.6870 9.9520 10.9225 11.0426 7.3180 7.5507 7.9925 7.9929 4.7529766 9.571895 2 38.16
"2002/3/24/18" 11.1 7.4856 7.2103 8.1853 9.2711 10.6870 9.9520 10.9225 11.0426 7.3152908 -1.587680 3 52.05
"2002/3/25/0" 10.2 6.9668 6.6403 8.0758 7.3591 7.4856 7.2103 8.1853 9.2711 -3.4161067 -6.071780 2 35.07
"2002/3/25/6" 8.2 6.4012 7.4431 8.0943 8.4547 6.9668 6.6403 8.0758 7.3591 5.2196344 -3.705506 3 65.02
"2002/3/25/12" 4.8 4.2586 4.8850 7.2103 6.1078 6.4012 7.4431 8.0943 8.4547 -3.9398089 1.616657 4 80.50
"2002/3/25/18" 5.7 3.1327 4.8254 3.3144 2.7485 4.2586 4.8850 7.2103 6.1078 -0.3879271 3.108588 5 106.69
"2002/3/26/0" 9.2 5.5442 5.1749 3.2235 1.5343 3.1327 4.8254 3.3144 2.7485 2.9996161 -4.662666 7 140.80
"2002/3/26/6" 6.1 7.8072 7.3411 5.2476 5.5536 5.5442 5.1749 3.2235 1.5343 -6.9176441 -3.619195 8 161.31
"2002/3/26/12" 6.5 8.9240 8.5011 5.6255 5.6287 7.8072 7.3411 5.2476 5.5536 5.4290339 7.082610 8 170.30
"2002/3/26/18" 9.9 3.7067 5.2645 5.5860 5.4666 8.9240 8.5011 5.6255 5.6287 -2.4959444 2.740417 9 194.04
"2002/3/27/0" 7.7 5.8195 6.9913 6.8224 8.0259 3.7067 5.2645 5.5860 5.4666 -4.4449660 3.756176 8 175.06
"2002/3/27/6" 8.8 8.5569 9.3134 9.2342 9.0215 5.8195 6.9913 6.8224 8.0259 -8.3018600 -2.073562 9 186.68
"2002/3/27/12" 11.7 9.5321 13.6000 7.8997 11.3256 8.5569 9.3134 9.2342 9.0215 3.8105565 8.737310 9 195.19
"2002/3/27/18" 13.5 7.9748 8.9012 11.3032 12.1022 9.5321 13.6000 7.8997 11.3256 -4.4736378 6.601818 9 187.90
"2002/3/28/0" 10.7 5.6026 6.1752 15.2965 14.6526 7.9748 8.9012 11.3032 12.1022 -3.7517764 -4.160925 11 230.07
"2002/3/28/6" 16.5 17.0495 11.6704 11.3339 5.4578 5.6026 6.1752 15.2965 14.6526 -15.7318508 -6.572239 13 287.06
"2002/3/28/12" 15.0 9.3739 15.0250 16.3604 14.2886 17.0495 11.6704 11.3339 5.4578 -9.3337891 -0.866246 13 281.08
"2002/3/28/18" 15.8 11.4790 10.3542 12.0801 11.7820 9.3739 15.0250 16.3604 14.2886 -10.6022018 4.400086 12 250.15
"2002/3/29/0" 11.6 10.8013 10.4381 12.6733 10.1944 11.4790 10.3542 12.0801 11.7820 10.7961272 0.334245 13 278.00
"2002/3/29/6" 10.7 11.9966 9.0991 12.4713 8.1111 10.8013 10.4381 12.6733 10.1944 -7.2311914 9.572266 12 269.53
"2002/3/29/12" 11.4 13.5216 11.2729 10.3780 9.2638 11.9966 9.0991 12.4713 8.1111 -9.4969383 -9.625063 14 299.23
"2002/3/29/18" 12.7 10.0221 9.8441 9.8117 8.6575 13.5216 11.2729 10.3780 9.2638 -5.8503940 8.137283 13 282.12
"2002/3/30/0" 15.6 14.8502 16.2829 12.0275 12.5247 10.0221 9.8441 9.8117 8.6575 -5.1324609 13.935074 14 301.24
"2002/3/30/6" 11.9 10.6045 11.4565 12.0630 10.1652 14.8502 16.2829 12.0275 12.5247 9.7142463 -4.253098 13 291.01
"2002/3/30/12" 14.1 9.6151 12.9970 11.6386 9.8225 10.6045 11.4565 12.0630 10.1652 5.4429426 -7.926192 13 279.00
"2002/3/30/18" 14.9 8.7926 11.2061 10.2016 10.0653 9.6151 12.9970 11.6386 9.8225 7.7619269 -4.130654 13 278.52
"2002/3/31/0" 12.1 11.3635 15.1748 11.3244 11.8111 8.7926 11.2061 10.2016 10.0653 -3.3549894 10.856941 14 295.01
"2002/3/31/6" 13.0 12.3052 9.4052 10.9428 7.9259 11.3635 15.1748 11.3244 11.8111 -2.6697206 -12.012100 14 298.67
"2002/3/31/12" 12.6 11.9800 13.6388 14.7583 11.8560 12.3052 9.4052 10.9428 7.9259 11.4923279 -3.383312 14 303.45
"2002/3/31/18" 9.8 3.8179 3.3953 6.7364 4.2529 11.9800 13.6388 14.7583 11.8560 0.5939984 3.771409 12 264.05
"2002/4/1/0" 5.8 1.1673 2.9231 7.0214 5.0695 3.8179 3.3953 6.7364 4.2529 1.0087323 0.587408 13 290.07
"2002/4/1/6" 9.1 11.2501 10.9197 9.4308 6.1068 1.1673 2.9231 7.0214 5.0695 -10.6635019 3.585314 7 149.55
"2002/4/1/12" 13.8 10.3389 11.1185 13.9932 9.5156 11.2501 10.9197 9.4308 6.1068 -9.1103258 -4.888233 7 142.45
"2002/4/1/18" 5.8 1.1423 5.8263 7.9799 9.7092 10.3389 11.1185 13.9932 9.5156 1.0854726 -0.355807 15 322.33
"2002/4/2/0" 8.2 7.9334 8.2790 2.8113 7.9465 1.1423 5.8263 7.9799 9.7092 -6.0616091 -5.118176 15 337.02
"2002/4/2/6" 11.7 14.5835 10.0119 8.2467 8.7705 7.9334 8.2790 2.8113 7.9465 -13.7069817 -4.979671 14 312.24
"2002/4/2/12" 12.9 15.3403 10.7782 9.7154 11.2048 14.5835 10.0119 8.2467 8.7705 7.8127201 13.201750 15 327.26
"2002/4/2/18" 11.4 13.0218 10.4006 13.2195 10.4650 15.3403 10.7782 9.7154 11.2048 -12.9912888 -0.890894 14 312.52
"2002/4/3/0" 14.8 13.8130 11.9862 15.1470 12.1263 13.0218 10.4006 13.2195 10.4650 -12.2827872 6.319186 15 325.63
"2002/4/3/6" 10.0 8.4890 5.8515 9.5526 7.4312 13.8130 11.9862 15.1470 12.1263 3.1555068 -7.880730 15 316.92
"2002/4/3/12" 8.7 6.7200 4.9678 7.4531 5.2212 8.4890 5.8515 9.5526 7.4312 -5.3839332 4.021401 14 313.23
"2002/4/3/18" 4.8 2.4674 2.2474 5.2175 3.1064 6.7200 4.9678 7.4531 5.2212 1.5285760 -1.936884 13 291.50
"2002/4/4/0" 2.8 1.5855 1.5170 3.4397 4.0821 2.4674 2.2474 5.2175 3.1064 -1.5353722 0.395528 3 55.23
"2002/4/4/6" 4.4 6.4527 3.6017 1.7079 0.7988 1.5855 1.5170 3.4397 4.0821 2.6734033 5.872840 8 163.79
"2002/4/4/12" 6.4 6.1961 5.7274 3.4519 3.1107 6.4527 3.6017 1.7079 0.7988 -4.8888717 -3.806651 8 179.98
"2002/4/4/18" 3.9 5.8672 2.8765 5.3830 2.6392 6.1961 5.7274 3.4519 3.1107 1.8703389 5.561103 9 188.82
"2002/4/5/0" 2.2 2.5037 4.8753 0.7231 3.7600 5.8672 2.8765 5.3830 2.6392 -0.9554949 2.314205 16 357.75
"2002/4/5/6" 2.7 5.8535 2.5319 3.1392 2.3094 2.5037 4.8753 0.7231 3.7600 -4.4106099 -3.848374 4 73.11
"2002/4/5/12" 5.3 4.0872 4.5138 8.1096 8.1225 5.8535 2.5319 3.1392 2.3094 -1.7627848 3.687519 2 30.97
"2002/4/5/18" 3.8 6.1646 4.6339 4.6048 2.2178 4.0872 4.5138 8.1096 8.1225 3.2878979 -5.214597 5 103.11
"2002/4/6/0" 7.3 4.5561 4.6184 5.1900 2.0824 6.1646 4.6339 4.6048 2.2178 -4.5048251 -0.681615 5 98.81
"2002/4/6/6" 12.5 13.3132 12.3171 8.0981 7.1597 4.5561 4.6184 5.1900 2.0824 -2.5153197 13.073426 7 138.04
"2002/4/6/12" 21.1 18.9234 19.5892 14.1755 13.1482 13.3132 12.3171 8.0981 7.1597 9.8969447 16.129028 8 157.63
"2002/4/6/18" 19.4 16.3987 13.3874 20.3007 18.3467 18.9234 19.5892 14.1755 13.1482 -12.8700118 -10.162685 8 173.69
