site,y.1,y.2,y.3,elev,forest,length,date.1,date.2,date.3,ivel.1,ivel.2,ivel.3
212,1,1,1,1.009906078,1.717372438,1.871802177,0.452804233,1.30994709,1.452804233,0.107093706,-0.117045437,0.017438049
213,1,1,1,1.07183092,1.680997747,1.824549292,0.381375661,0.524232804,1.381375661,-0.036066134,0.0579277,0.104924617
214,1,1,1,1.025387288,1.717372438,1.526056303,0.095661376,1.024232804,2.024232804,1.038732925,1.038732925,1.038732925
215,0,0,NA,1.923297496,-1.26535222,1.667706821,1.452804233,2.452804233,NA,0.492782193,0.426809162,NA
216,1,1,1,0.994424867,1.244501455,1.547562509,-0.261481481,0.881375661,1.595661376,1.280247516,0.908271918,0.747082492
217,1,1,1,1.040868499,0.6625064,1.774952351,0.80994709,1.452804233,2.952804233,0.201308125,0.201308125,0.49762767
218,0,0,NA,1.660116918,-1.26535222,1.280933845,2.095661376,3.238518519,NA,2.09446077,2.09446077,NA
219,0,0,NA,1.660116918,-1.26535222,1.410986974,0.452804233,2.881375661,NA,-0.203421009,-0.203421009,NA
220,0,0,NA,1.969741127,-1.26535222,1.458615023,1.595661376,2.167089947,NA,1.710470456,1.710470456,NA
221,0,0,NA,1.814929022,-1.26535222,2.2300144,0.167089947,2.095661376,NA,-0.506035304,-0.88201064,NA
222,0,0,NA,2.279365337,-1.26535222,0.693147181,2.381375661,3.452804233,NA,0.151921534,0.006231092,NA
223,0,0,NA,2.434177442,-1.26535222,1.648658626,2.30994709,2.524232804,NA,1.328652033,1.160547676,NA
224,0,0,NA,1.969741127,-1.26535222,1.774952351,2.095661376,3.095661376,NA,0.250694716,0.54701426,NA
225,0,0,NA,1.195680603,-1.26535222,1.648658626,0.595661376,1.452804233,NA,-0.912739393,-0.576530679,NA
226,0,0,NA,1.505304813,-1.26535222,1.589235205,1.80994709,2.167089947,NA,0.092456048,0.092456048,NA
227,0,0,NA,1.040868499,-1.228977529,1.252762968,1.524232804,1.738518519,NA,0.734683305,-0.347588555,NA
228,0,0,NA,1.350492708,-1.26535222,1.740466175,2.381375661,3.238518519,NA,-1.228303712,-0.614870269,NA
229,0,0,NA,1.040868499,-1.26535222,0.336472237,1.381375661,1.80994709,NA,5.35515163,5.979539242,NA
230,0,0,NA,1.350492708,-0.719731856,1.223775432,2.238518519,2.667089947,NA,0.066221274,0.323322055,NA
231,0,0,NA,1.505304813,-1.26535222,0.182321557,2.095661376,2.667089947,NA,5.493904433,5.493904433,NA
232,0,0,NA,1.350492708,-1.26535222,1.481604541,1.167089947,2.167089947,NA,-0.377861894,0.615482034,NA
233,0,0,NA,1.195680603,-1.192602838,1.667706821,0.667089947,1.595661376,NA,-0.617763823,-0.452831247,NA
234,0,0,NA,1.195680603,-1.26535222,1.648658626,1.167089947,3.167089947,NA,0.263991106,0.263991106,NA
235,0,0,NA,1.660116918,-1.26535222,1.435084525,0.667089947,2.667089947,NA,-0.125584071,0.151921534,NA
236,0,0,NA,1.660116918,-1.26535222,0.993251773,1.738518519,2.80994709,NA,3.713243467,3.713243467,NA
237,0,0,NA,1.814929022,-1.26535222,1.064710737,1.80994709,3.30994709,NA,1.056207041,2.261921049,NA
